TITLE,accented lemma,SEARCH LEMMA,DISPLAY LEMMA,English Definition,Decl,Idiom,Reg Adject/Adv/Form,Proper,Part Of Speech,DCC SEMANTIC GROUP,DCC Core Frequency,Herodotus 1 frequency rank,DCC Greek Core,Herodotus Book 1 Core (412 words > 10 times),Homer Core (Frequency Categories 1-4),National Collegiate Greek Exam Core,Fundamental 400 (BiCo Elementary Core),Fine 555 (BiCo Third Semester Core),Splendid 655 (BiCo Fourth Semester Core),Alpha to Omega (Groton),Greek: an Intensive Course (Hansen-Quinn),Introduction to Ancient Greek (Luschnig),Introduction to Attic Greek (Mastronarde 2013),Learn to Read Greek (Keller-Russell)
ΣΦΟΔΡΑ,σφόδρα,σφοδρα,σφόδρα,"very, exceedingly",,,,,Adverb,,,,,,,,,,,,,,,
ΣΦΟΩΝ-ΑΥΤΩΝ,σφῶν-αὐτῶν,σφων-αυτων,σφῶν αὐτῶν –ῶν,themselves,2,,,,Pronoun,,,,,,,,,,,,15,,,
ΣΧΕΔΟΝ,σχεδόν,σχεδον,σχεδόν,"near, almost",,,,,Adverb,,,,,,4,,,,,,,,33,
ΣΧΟΛΗ,σχολή,σχολη,σχολή –ῆς ἡ,"leisure, rest",1,,,,Noun,,,,,,,,,,,43,,8.b,41,
,σχολὴν-ἄγειν,σχολην-αγειν,σχολὴν-ἄγειν,have leisure,,1,,,Idiom,,,,,,,,,,,43,,,,
ΣΩΚΡΑΤΗΣ/N,Σωκράτης/N,Σωκρατης/N,Σωκράτης –ους ὁ,Socrates,3,,,1,Noun,,,,,,,,,,,17,10,,15,
ΣΩΤΗΡ,σωτήρ,σωτηρ,σωτήρ σωτῆρος ὁ,savior,3,,,,Noun,,,,,,,,,,,,7,,,
ΣΩΦΡΟΝΕΩ,σωφρονέω,σωφρονεω,σωφρονέω,"be temperate, be moderate, be chaste",,,,,Verb,,,,,,,,,,,,,,34,
ΣΩΦΡΟΣΥΝΗ,σωφροσύνη,σωφροσυνη,σωφροσύνη –ης ἡ,"prudence, self-control, moderation",1,,,,Noun,,,,,,,,,,,42,16,4.a,29,
ΣΩΦΡΩΝ,σώφρων,σωφρων,σώφρων σώφρον,"of sound mind, discreet",3,,,,Adjective,Characteristics,,,,,,,1,1,1,42,10,10.a,22,9
ΤΑ-ΔΙΟΝΥΣΙΑ-ΠΟΙΩ,τά-Διονύσια-ποιῶ,τα-Διονυσια-ποιω,τά Διονύσια ποιῶ,I celebrate the festival of Dionysus,,1,,,Idiom,,,,,,,,,,,,,,,
ΤΑΛΑΝΤΟΝ,τάλαντον,ταλαντον,τάλαντον –ου τό,"talent, (large sum of silver=600 drachma)",2,,,,Noun,Government and Society,,,,,,,,,,41,,,30,
ΤΑΜΙΑΣ,ταμίας,ταμιας,ταμίας –ου ὁ,"steward, dispenser",1,,,,Noun,,,,,,,,,,,,,3.b,,
ΤΑΜΝΩ,τάμνω,,τάμνω,"cut, cut up, off, out",,,,,Verb,,,,,,4,,,,,,,,,
ΤΑΝΥΩ,τανύω,,τανύω,"stretch, strain, extend",,,,,Verb,,,,,,4,,,,,,,,,
ΤΑΡΑΣΣΩ,ταράσσω,ταρασσω,ταράσσω ταράξω ἐτάραξα τετάραχα τετάραγμαι ἐταράχθην,"to stir, trouble, jumble up",,,,,Verb,,,,,,,,,,,,,,,
ΤΑΡΑΧΗ ,ταραχή ,ταραχη ,ταραχή –ῆς ἡ ,confusion,1,,,,Noun,,,,,,,,,,,,,,,
ΤΑΥΡΟΣ,ταῦρος,ταυρος,ταῦρος –ου ὁ,bull,2,,,,Noun,Natural World,,,,,,,,,,,,,,
ΤΑΥΤῌ,ταύτῃ,ταυτῃ,dat. fem. of οὖτος,in this way,,,1,,Particle,,,252,,1,,,,,,,,,36,
ΤΑΦΟΣ,τάφος,ταφος,τάφος –ου ὁ,tomb,2,,,,Noun,Life and Death,,,,,,,,,,,,,,
ΤΑΧΑ,τάχα,ταχα,τάχα,quickly; perhaps,,,,,Adverb,,,,,,,,,,,,,,31,
ΤΑΧΙΣΤΟΣ,τάχιστος,ταχιστος,τάχιστος –η –ον,swiftest,1,,,,Adjective,,,119,,1,4,,,1,1,41,,10,31,
ΤΑΧΟΣ,τάχος,ταχος,τάχος –ους τό,"speed, quickness",3,,,,Noun,,,,,,,,,,,,,,30,
ΤΕ-ΚΑΙ,τε-καί,τε-και,τε…καί or τε…τε,both…and,,1,,,Idiom,,,,,,,,,,,22,,,,
ΤΕΙΝΩ,τείνω,τεινω,τείνω τενῶ ἔτεινα τέτακα τέταμαι ἐτάθην,stretch,,,,,Verb,,,,,,,,,,,,,,,
ΤΕΙΧΕΩ,τειχέω,τειχεω,τειχέω,build walls,,,,,Verb,Government and Society,,,,,,,,,,,,,,
ΤΕΚΜΗΡΙΟΝ,τεκμήριον,τεκμηριον,τεκμήριον –ου τό,evidence,2,,,,Noun,Law,,,,,,,,,,,,,,11
ΤΕΚΝΟΩ,τεκνόω,τεκνοω,τεκνόω,furnish with children; beget,,,,,Verb,,,,,,,,,,,,,11.a,,
ΤΕΚΟΣ,τέκος -εος,,τέκος -εος τό,child,3,,,,Noun,,,,,,4,,,,,,,,,
ΤΕΚΩΝ ,τεκών ,τεκων ,τεκών –όντος ὁ,parent,3,,,,Noun,,,,,,,,,,,,,,40,
ΤΕΛΕΙΟΣ,τέλειος,τελειος,τέλειος –α –ον,"finished, completed, perfect",1,,,,Adjective,,,,,,,,,,,,,,,
ΤΕΛΕΥΤΑΙΟΣ,τελευταῖος,τελευταιος,τελευταῖος –α –ον,"last, uttermost",1,,,,Adjective,,,,,,,,,,,,,,,
ΤΕΛΕΥΤΗ,τελευτή,τελευτη,τελευτή –ῆς ἡ,"a finishing, accomplishment, end",1,,,,Noun,,,331,,1,,,,,,,,,30,
ΤΕΛΕΩ/ΤΕΛΛΩ,τελέω/τέλλω,τελεω/τελλω,τελέω τελέσω ἐτέλεσα τετέλεκα τετέλεσμαι ἐτελέσθην,fulfill; pay; initiate,,,,,Verb,,,,,,3,,,,,,,11.a,34,
ΤΕΜΕΝΟΣ ,τέμενος ,τεμενος ,τέμενος –ους τό,sacred precinct,3,,,,Noun,,,,,,,,,,,,,,,
ΤΕΡΑΣ,τέρας,τερας,τέρας –ατος τό,"portent, monster",3,,,,Noun,,,,,,,,,,,,,,14,
ΤΕΡΠΟΜΑΙ,τέρπομαι,τερπομαι,τέρπομαι,"enjoy myself; +dat., enjoy X; +part., enjoy doing X",,,,,Verb,,,,,,,,,,,,,,,
ΤΕΡΠΩ,τέρπω,τερπω,τέρπω,delight,,,,,Verb,,,,,,3,,,,,,,,,
ΤΕΣΣΑΡΑΚΟΝΤΑ,τεσσαράκοντα,τεσσαρακοντα,τεσσαράκοντα,forty,6,,,,Number,,,,,,,,,,,,,,27,
ΤΕΤΡΑΓΩΝΟΣ,τετράγωνος,τετραγωνος,τετράγωνος –ον,"rectangular, square",2,,,,Adjective,,,,,,,,,,,,,,,
ΤΕΤΡΑΚΙΣ,τετράκις,τετρακις,τετράκις,four times,,,,,Adverb,,,,,,,,,,,,,,25,
ΤΕΤΡΑΚΟΣΙΟΙ,τετρακόσιοι,τετρακοσιοι,τετρακόσιοι –αι –α,four hundred,1,,,,Number,,,,,,,,,,,,,,42,
ΤΕΥΧΟΣ,τεῦχος,τευχος,τεῦχος –εος τό,"arms, tackle",3,,,,Noun,War and Peace,,,,,3,,,,,,,,,
ΤΕΥΧΩ,τεύχω,τευχω,τεύχω τεύξω ἔτευξα τέτευχα τέτυγμαι ἐτύχθην,build,,,,,Verb,Government and Society,,,,,3,,,,,,,,,
Τῌ,τῇ,τῃ,dat. fem. of ὁ,"here, there",,,1,,Particle,,,30,,1,,,,,,,,,,
ΤΗΛΙΚΟΥΤΟΣ,τηλικοῦτος,τηλικουτος,τηλικοῦτος τηλικαύτη τηλικοῦτον,of such an age or size,1,,,,Pronoun,Life and Death,,,,,,,,,,,,,,
ΤΗΜΕΡΟΝ,τήμερον,τημερον,τήμερον,today,,,,,Adverb,,,,,,,,,,,23,,,33,
ΤΗΡΕΩ,τηρέω,τηρεω,τηρέω τηρήσω ἐτήρησα τετήρηκα τετήρημαι ἐτηρήθην,"protect, give heed, observe",,,,,Verb,War and Peace,,,,,,,,,,,,,,
ΤΙ,τί,τι,τί,why?,,,,,Adverb,,,,,,4,,,,,21,,,17,
ΤΙΜΙΟΣ,τίμιος,τιμιος,τίμιος (–α) –ον,"value, esteemed, precious",1,,,,Adjective,Characteristics,,,,,,,,,,,,,,
ΤΙΜΩΡΕΩ,τιμωρέω,τιμωρεω,τιμωρέω τιμωρήσω ἐτιμωρησάμην τετιμώρηκα τετιμώρημαι ἐτιμωρήθην,"help, avenge",,,,,Verb,War and Peace,,,,,,,,,,,,,,
ΤΙΜΩΡΙΑ,τιμωρία,τιμωρια,τιμωρία –ας ἡ,"help, vengeance, torture",1,,,,Noun,War and Peace,,,,,,,,,,,,,,
ΤΙΝΕΣ ΜΕΝ-ΤΙΝΕΣ ΔΕ,τινὲς μὲν-τινὲς δέ,τινες μεν-τινες δε,τινὲς μὲν…τινὲς δέ,some…others,,1,,,Idiom,,,,,,,,,,,21,,,,
ΤΙΩ,τίω,,τίω,"value, estimate; esteem, prize, honor",,,,,Verb,,,,,,4,,,,,,,,,
ΤΛΑΩ,τλάω,,τλάω,"to take upon oneself, to bear, suffer, undergo",,,,,Verb,,,,,,4,,,,,,,,,
ΤΟΙ,τοι,τοι,τοι,"let me tell you, surely",,,,,Particle,,,,,,,,,,,44,6,,,5
ΤΟΙΟΣ,τοῖος,τοιος,τοῖος –α –ον,"quality, such, such-like",1,,,,Adjective,Characteristics,,,,,4,,,,,,,,,
ΤΟΜΥΡΙΣ/N,Τόμυρις /N,Τομυρις/N,Τόμυρις ἡ,Tomyris,3,,,1,Noun,,,407,,1,,,,,,,,,,
ΤΟΞΟΝ,τόξον,τοξον,τόξον –ου τό,bow,2,,,,Noun,War and Peace,,,,,3,,,,,,,,38,
ΤΟΞΟΤΗΣ,τοξότης,τοξοτης,τοξότης –ου ὁ,archer,1,,,,Noun,,,,,,,,,,,,,,38,
ΤΟΣΟΣΔΕ,τοσόσδε,τοσοσδε,τοσόσδε –ήδε –όνδε,"so much, so many",1,,,,Pronoun,,,,,,,,,,,31,,,36,15
ΤΟΦΡΑ,τόφρα,τοφρα,τόφρα,"up to that time, so long",,,,,Adverb,,,,,,4,,,,,,,,,
ΤΡΑΠΕΖΑ,τράπεζα,τραπεζα,τράπεζα –ης ἡ,"a table, dinner",1,,,,Noun,"Family, Friendship and the Home",,,,,,,,,,,18,,6,
ΤΡΑΥΜΑ,τραῦμα,τραυμα,τραῦμα –ατος τό,wound,3,,,,Noun,War and Peace,,,,,,,,,,,,,,
ΤΡΑΧΥΣ ,τραχύς ,τραχυς ,τραχύς –εῖα –ύ,rough,3,,,,Adjective,,,,,,,,,,,,,,40,
ΤΡΕΧΩ,τρέχω,τρεχω,τρέχω δραμοῦμαι ἔδραμον δεδράμηκα ––– –––,to run,,,,,Verb,Locomotion,,,,,,,,,,50,,,35,
ΤΡΕΩ,τρέω,τρεω,τρέω ––– ἔτρεσα ––– ––– –––,flee from fear; dread,,,,,Verb,Locomotion,,,,,,,,,,,,,,
ΤΡΙΑΟΣΙΟΙ,τριαόσιοι,τριακοσιοι,τριακόσιοι –αι –α,three hundred,"1,2",,,,Number,,,,,,,,,,,,,,42,
ΤΡΙΒΩ,τρίβω,τριβω,τρίβω τρίψω ἔτριψα τέτριφα τέτριμμαι ἐτρίφθην (or ἐτρίβην),rub,,,,,Verb,,,,,,,,,,,,,,,
ΤΡΙΓΩΝΟΣ,τρίγωνος,τριγωνος,τρίγωνος –ον,"three-cornered, triangle",2,,,,Adjective,,,,,,,,,,,,,,,
ΤΡΙΗΡΗΣ,τριήρης,τριηρης,τριήρης –ους ἡ,trireme,3,,,,Noun,War and Peace,,,,,,,,,,17,,,15,
ΤΡΙΣ,τρίς,τρις,τρίς,thrice,6,,,,Number,,,,,,,,,,,34,,,25,
ΤΡΟΠΑΙΟΝ,τρόπαιον,τροπαιον,τρόπαιον –ου τό,trophy; victory monument,2,,,,Noun,,,,,,,,,,,,13,,32,
ΤΡΟΠΗ ,τροπή ,τροπη ,τροπή –ῆς ἡ,turn; turning; rout (of the enemy),1,,,,Noun,,,,,,,,,,,,,,,
ΤΥΠΤΩ,τύπτω,τυπτω,τύπτω,"beat, strike, mid. mourn",,,,,Verb,"Family, Friendship, and the Home",,,,,,,,,,,,,12,
ΤΥΡΑΝΝΙΣ,τυραννίς,τυραννις,τυραννίς –ίδος ἡ,tyranny,3,,,,Noun,Government and Society,,332,,1,,,,,,,,5.a,,
ΤΥΡΑΝΝΟΣ,τύραννος,τυραννος,τύραννος –ου ὁ,tyrant,2,,,,Noun,Government and Society,,,,,,,,,,,,5.a,5,
ΤΥΦΛΟΣ,τυφλός,τυφλος,τυφλός –ή –όν,blind,1,,,,Adjective,,,,,,,,,,,27,,,,
ΤΥΦΛΟΩ,τυφλόω,τυφλοω,τυφλόω,"to blind, make blind",,,,,Verb,,,,,,,,,,,,,,,
ΤΩ,τῶ,,τῶ,"then, therefore",,,,,Adverb,,,,,,3,,,,,,,,,
ΥΒΡΙΖΩ,ὑβρίζω,υβριζω,ὑβρίζω ὑβριζιῶ ὕβρισα ὕβρικα ὕβρισμαι ὑβρίσθην,"insult, offend, disrespect",,,,,Verb,,,,,,,,,,,,,,,
ΥΒΡΙΣ,ὕβρις,υβρις,ὕβρις –εως ἡ,"violence, rape, insolence",3,,,,Noun,,,,,,,,1,1,1,,11,10.a,21,7
ΥΓΙΕΙΑ,ὑγίεια,υγιεια,ὑγίεια –ας ἡ,health,1,,,,Noun,,,,,,,,,,,,,3.b,6,
ΥΓΙΗΣ,ὑγιής,υγιης,ὑγιής –ές,healthy,3,,,,Adjective,Characteristics,,,,,,,,,,,,6.a,41,
ΥΔΡΙΑ ,ὐδρία ,υδρια ,ὐδρία ἡ ,water jar,1,,,,Noun,,,,,,,,,,,,,,,
ΥΛΗ ,ὕλη ,υλη ,ὕλη –ης ἡ ,"woods, forest",1,,,,Noun,,,,,,,,,,,,,,,
ΥΜΕΙΣ,ὑμεῖς,υμεις,ὑμεῖς,you,6,,,,Pronoun,,,,,,3,,1,1,1,14,15,9.a,21,
ΥΜΩΝ-ΑΥΤΩΝ,ὑμῶν-αὐτῶν,υμων-αυτων,ὐμῶν αὐτῶν –ῶν,yourselves,2,,,,Pronoun,,,,,,,,,,,19,15,,,
ΥΟΣ,ὑός,υος,ὑός ὑοῦ or ὑέος ὁ,son,2,,,,Noun,,,,,,,,,,,,,,21,
ΥΠΑΚΟΥΩ,ὑπακούω,υπακουω,ὑπακούω ὑπακούσομαι ὑπήκουσα ὑπακήκοα ––– ὑπηκούσθην,listen to,,,,,Verb,Communication,,,,,,,,,,,14,,33,
ΥΠΑΡΠΑΖΩ,ὑπαρπάζω,υπαρπαζω,ὑπαρπάζω,"filch, snatch away from under",,,,,Verb,,,,,,,,,,,,,4,,
ΥΠΑΤΟΣ,ὕπατος,υπατος,ὕπατος –η –ον,"highest, the top of",1,,,,Adjective,,,,,,,,,,,,,,,
ΥΠΕΚΦΕΥΓΩ,ὑπεκφεύγω,υπεκφευγω,ὑπεκφεύγω ὑπεκφεύξομαι ὑπεκέφυγον ὑπεκπέφευγα ––– –––,escape,,,,,Verb,,,,,,,,,,,,,,,
ΥΠΕΡΒΑΛΛΩ,ὑπερβάλλω,υπερβαλλω,ὑπερβάλλω ὑπερβαλῶ ὑπειρέβαλον ὑπερβέβληκα ὑπερβέβλημαι ὑπερεβλήθην,excel,,,,,Verb,,,,,,,,,,,,,,,
ΥΠΕΡΒΟΛΗ,ὑπερβολή,υπερβολη,ὑπερβολή –ῆς ἡ,"throwing beyond, excess",1,,,,Noun,,,,,,,,,,,,,,,
ΥΠΗΡΕΤΗΣ ,ὑπηρέτης ,υπηρετης ,ὑπηρέτης –ου ὁ,servant; attendant,2,,,,Noun,,,,,,,,,,,,,,,
ΥΠΙΣΧΝΕΟΜΑΙ,ὑπισχνέομαι,υπισχνεομαι,ὑπισχνέομαι ὑποσχήσομαι ὑπεσχόμην ––– ὑπέσχημαι –––,promise,,,,,Verb,Communication,,,,,,,,,,,,11.a,26,
ΥΠΝΟΣ,ὕπνος,υπνος,ὕπνος –ου ὁ,sleep,2,,,,Noun,,,,,,3,,,,,45,,2.a,8,
ΥΠΟΚΕΙΜΑΙ,ὑπόκειμαι,υποκειμαι,ὑπόκειμαι ὑποκείσομαι ––– ––– ––– –––,"lie under, be submitted, be suggested",,,,,Verb,,,,,,,,,,,,,,,
ΥΠΟΜΕΝΩ,ὑπομένω,υπομενω,ὑπομένω ὑπομενῶ ὑπέμεινα ὑπομεμένηκα ––– –––,"stay behind, survive, abide",,,,,Verb,War and Peace,,,,,,,,,,,14,,33,
ΥΠΟΜΙΜΝΗΣΚΩ,ὑπομιμνήσκω,υπομιμνησκω,"ὑπομιμνησκω ὑπομωήσω ὑπέμνησα ––– ὑπομέμνημαι ""θπεμνήσθην","remind, call to mind; (mid./pass.) remember, make mention of",,,,,Verb,,,,,,,,,,,,,,30,
ΥΠΟΠΤΕΥΩ,ὑποπτεύω,υποπτευω,ὑποπτεύω ὑποπτεύσω ὑπώπτευσα ––– ––– ὑπωπτεύθην,suspect,,,,,Verb,,,,,,,,,,,,,,39,
ΥΠΟΤΙΘΗΜΙ,ὑποτίθημι,υποτιθημι,ὑποτίθημι ὑποτιθήσω ὑπέθηκα ὑποτέθειμαι ὑπετέθην,"put under, assume, suggest, advise",,,,,Verb,Communication,,,,,,,,,,,,,,14
ΥΣ,ὗς,υς,ὗς ὑός ὁ/ἡ,"swine, hog; (f.) sow",3,,,,Noun,,,,,,,,,,,,,,21,
ΥΣΤΑΤΟΣ,ὕστατος,υστατος,ὕστατος –η –ον,"latest, last",1,,,,Adjective,,,,,,,,,,,39,19,,,
ΥΣΤΕΡΟΝ,ὕστερον,υστερον,ὕστερον,behind,,,,,Preposition,,,,,,,,,,,39,19,,,
ΥΨΗΛΟΣ,ὑψηλός,υψηλος,ὑψηλός –ή –όν,"high, lofty, high-hearted",1,,,,Adjective,Characteristics,,,,,4,,,,,,,,,
ΥΨΟΣ,ὕψος,υψος,ὕψος –εος τό,"height, top, summit",3,,,,Noun,,,,,,,,,,,,,,,
ΦΑΕΙΝΟΣ,φαεινός,,"φᾰεινός, ή, όν ","bright, brilliant, radiant","1, 2",,,,Adjective,,,,,,4,,,,,,,,,
ΦΑΙΔΙΜΟΣ,φαίδιμος,,"φαίδιμος, ον",shining,"1, 2",,,,Adjective,,,,,,4,,,,,,,,,
ΦΑΛΑΓΞ,φάλαγξ -αγγος,φαλαγξ -αγγος,φάλαγξ –αγγος ἡ,"phalanx, battle-array",3,,,,Noun,War and Peace,,,,,,,,,,,6,,14,
ΦΑΛΗΡΟΝ/N,Φάληρον/N,Φαληρον/N,Φάληρον –ου τό,Phalerum,2,,,1,Noun,,,,,,,,,,,,,,,
ΦΑΟΣ,φάος,φαος,φάος –εος τό,"light, daylight",3,,,,Noun,Natural World,,,,,4,,,,,,,,,
ΦΑΡΜΑΚΟΝ,φάρμακον,φαρμακον,φάρμακον –ου τό,drug,2,,,,Noun,Life and Death,,,,,,,,,,,,,,
ΦΑΣΙ(Ν),φασί(ν),φασι(ν),φασί(ν),"postpositive enclitic, they say",,,,,Verb,,,,,,,,,,,,,,,
ΦΑΣΚΩ,φάσκω,φασκω,φάσκω φάσκσω ἔφασκσα ––– ––– –––,"say, affirm, think, deem",,,,,Verb,Communication,,,,,,,,,,,,,,8
ΦΑΥΛΟΣ,φαῦλος,φαυλος,φαῦλος –η –ον,"cheap, easy; mean, bad",1,,,,Adjective,Characteristics,,,,,,,,,,,,,,13
ΦΕΙΔΙΑΣ/N,Φειδίας /N,Φειδιας/N,Φειδίας –ου ὁ,Pheidias,1,,,1,Noun,,,,,,,,,,,,,,,
ΦΕΙΔΟΜΑΙ,φείδομαι,φειδομαι,φείδομαι φεισόμαι ἐφεισάμην,"+gen., spare",,,,,Verb,,,,,,,,,,,,,,,
ΦΕΝ,φεν,,"φεν, φένω,ἔπεφνον","kill, slay",,,,,Verb,,,,,,4,,,,,,,,,
ΦΕΥ,φεῦ,φευ,φεῦ,alas,,,,,Interjection,,,,,,,,,,,,,,,
ΦΗΜΗ ,φήμη ,φημη ,φήμη –ης ἡ,saying; report; voice; message,1,,,,Noun,,,,,,,,,,,,,,,
ΦΘΑΝΩ,φθάνω,φθανω,φθάνω φθήσομαι ἔφθασα (or ἔφθην) ––– ––– –––,"be before, outstrip",,,,,Verb,Locomotion,,,,,,,1,1,1,,14,7.a,28,
ΦΘΕΓΓΟΜΑΙ,φθέγγομαι,φθεγγομαι,φθέγγομαι φθέγξομαι ἐφθεγξάμην ἔφθεγμαι ––– ἐφθεγξάσθην,"make a sound, speak, scream",,,,,Verb,Communication,,,,,,,,,,,,,,
ΦΘΕΙΡΩ,φθείρω,φθειρω,φθείρω φθειρῶ ἔφθειρα ἔφθαρκα (or διέφθορα) ἔφθαρμαι ἐφθάρην,"ruin, waste, perish",,,,,Verb,War and Peace,,,,,,,,,,,,,39,
ΦΘΙΝΩ,φθίνω,,φθίνω,"consume, destroy, kill",,,,,Verb,,,,,,4,,,,,,,,,
ΦΘΟΝΟΣ,φθόνος,φθονος,φθόωος –ου ὁ,"envy, jealousy",2,,,,Noun,,,,,,,,,,,,,,8,
ΦΙΛΑΙΤΑΤΟΣ,φιλαίτατος,φιλαιτατος,φιλαίτατος/φίλτατος –η –ον,dearest,1,,,,Adjective,,,,,,,,,,,,,,,
ΦΙΛΑΙΤΕΡΟΣ ,φιλαίτερος ,φιλαιτερος ,φιλαίτερος –α –ον,dearer,1,,,,Adjective,,,,,,,,,,,,,,,
ΦΙΛΕΩ,φιλέω,φιλεω,φιλέω φιλήσω ἐφίλησα πεφίλημαι ἐφιλήθην,"love, welcome, kiss",,,,,Verb,"Family, Friendship, and the Home",,,,,4,,1,1,1,15,12,11.a,13,4
ΦΙΛΙΑ,φιλία,φιλια,φιλία –ας ἡ,"love, friendship",1,,,,Noun,"Family, Friendship, and the Home",,,,,,,1,1,1,41,2,3.b,4,12
ΦΙΛΙΠΠΟΣ/N,Φίλιππος/N,Φιλιππος/N,Φίλιππος ὁ,Philip,2,,,1,Noun,,,,,,,,,,,,,,,
ΦΙΛΟΣ/1,φίλος/1,φιλος/1,φίλος –ου ὁ,friend,2,,,,Noun,,,,,,1,,,,1,10,2,1.b,7,
ΦΙΛΟΣ/2,φίλος/2,φιλος/2,φίλος –η –ον,"dear, beloved, one's own",1,,,,Adjective,Characteristics,,272,1,1,,1,1,1,1,10,4,1.b,7,2
ΦΙΛΟΣΟΦΙΑ,φιλοσοφία,φιλοσοφια,φιλοσοφία –ας ἡ,"philosophy, wisdom-love",1,,,,Noun,Education,,,,,,,,,,13,,,,12
ΦΙΛΟΣΟΦΟΣ,φιλόσοφος,φιλοσοφος,φιλόσοφος –ου ὁ,"wisdom-lover, philosopher",2,,,,Noun,Education,,,,,,,,,,13,,,,12
ΦΙΛΟΤΗΣ,φιλότης -ητος,,φιλότης -ητος,"love, friendship",3,,,,Noun,,,,,,4,,,,,,,,,
,φίλτατος,φιλτατος,φίλτατος –η –ον,dearest to,"1,2",,,,Adjective,,,,,,,,,,,32,,,,
,φίλτερος,φιλτερος,φίλτερος –α –ον,dearer to,"1,2",,,,Adjective,,,,,,,,,,,32,,,,
ΦΟΒΕΡΟΣ,φοβερός,φοβερος,φοβερός –ά –όν,"fearful, afraid, timid",1,,,,Adjective,Characteristics,,,,,,,,,,,5,,41,16
ΦΟΙΤΑΩ,φοιτάω,φοιταω,φοιτάω,"to go to and fro, roam, to resort to",,,,,Verb,Locomotion,,,,,,,,,,,,,,
ΦΟΝΕΥΣ,φονεύς,φονευς,φονεύς –ἐως ὁ,"murdered, killer",3,,,,Noun,,,,,,,,,,,,11,,21,
ΦΟΝΕΥΩ ,φονεύω ,φονευω ,φονεύω φονεύσω ἐφόνευκα πεφόνευμαι ἐφονεύθην ,slay,,,,,Verb,,,,,,,,,,,,,,,
ΦΟΝΟΣ,φόνος,φονος,φόνος –ου ὁ,"murder, slaughter, corpse",2,,,,Noun,War and Peace,,,,,,,,,,,11,,,
ΦΟΡΕΩ,φορέω,,φορέω,bear or carry habitually or repeatedly,,,,,Verb,,,,,,4,,,,,,,,,
ΦΟΡΟΣ,φόρος,φορος,φόρος –ου ὁ,"payment, tribute",2,,,,Noun,,,,,,,,,,,,,,17,
ΦΡΗΝ,φρήν,φρην,φρήν φρενός ἡ,"thinking-thing, heart, core",3,,,,Noun,Body parts,,,,,2,,,,1,,,,,5
ΦΡΟΝΤΙΖΩ,φροντίζω,φροντιζω,φροντίζω φροντιζιῶ ἐφρόντισα πεφρόντικα πεφρόντιμαι ἐφρόντισθην,think,,,,,Verb,,,,,,,,,,,,,,,
ΦΡΟΥΡΑ,φρουρά,φρουρα,φρουρά –ᾶς ἡ,guard,1,,,,Noun,War and Peace,,,,,,,,,,,,,,
ΦΡΟΥΡΕΩ,φρουρέω,φρουρεω,φρουρέω,"guard; intransitive, be on guard",,,,,Verb,,,,,,,,,,,,,,,
ΦΡΟΥΡΙΟΝ ,φρούριον ,φρουριον ,φρούριον –ου τό,garrison,2,,,,Noun,,,,,,,,,,,,,,,
ΦΥΓΑΣ,φυγάς,φυγας,φυγάς –άδος ὁ or ἡ,fugitive,3,,,,Noun,War and Peace,,,,,,,,,,,,,14,
ΦΥΓΗ,φυγή,φυγη,φυγή –ῆς ἡ,"flight, exile",1,,,,Noun,War and Peace,,,,,,,,,,,,,4,
ΦΥΛΑΖΩ,φυλάζω,φυλαζω,φυλάζω,divide into tribes,,,,,Verb,Government and Society,,,,,,,,,,,,,,
ΦΥΛΑΚΗ,φυλακή,φυλακη,φυλακή –ῆς ἡ,guard,1,,,,Noun,War and Peace,,,,,,,,,,,,,39,
ΦΥΛΑΞ,φύλαξ,φυλαξ,φύλαξ –ακος ὁ,watchman,3,,,,Noun,,,,,,,,1,1,1,16,6,5.a,14,
ΦΥΛΗ,φυλή,φυλη,φυλή –ῆς ἡ,"race, tribe",1,,,,Noun,Government and Society,,,,,,,,,,,,,,
ΦΥΣΑΩ,φυσάω,φυσαω,φυσάω,"blow up, puff up (with pride) ",,,,,Verb,,,,,,,,,,,,,,,
ΦΥΤΟΝ,φυτόν,φυτον,φυτόν –οῦ τό,plant,2,,,,Noun,,,,,,,,,,,8,,8.b,,
ΦΩΚΑΙΚΕΥΣ/N,Φωκαικεύς /N,Φωκαικευς/N,Φωκαικεύς ὁ,a Phocaean,3,,,1,Noun,,,290,,1,,,,,,,,,,
ΦΩΝΕΩ,φωνέω,φωνεω,φωνέω φωνήσω ἐφώνησα πεφώνηκα πεφώνημαι ἐφωνήθην,"make a sound, speak",,,,,Verb,Communication,,,,,2,,,,1,,,,,
ΦΩΣ/2,φώς φωτός,,φώς φωτός τό,"man, wight",3,,,,Noun,,,,,,4,,,,,,,,,
ΧΑΛΚΟΣ,χαλκός,χαλκος,χαλκός –οῦ ὁ,"bronze, copper, weapon",2,,,,Noun,,,,,,2,,,,1,,,,42,
ΧΑΡΑ,χαρά,χαρα,χαρά –ᾶς ἡ,joy,1,,,,Noun,,,,,,,,,,,7,,,,
ΧΑΡΙΕΙΣ,χαρίεις,χαριεις,χαρίεις –ίεσσα –ίεν,"graceful, elegant, clever",3,,,,Adjective,,,,,,,,,,,,,,22,
