TITLE,LOGEION LEMMA,SEARCH LEMMA,DISPLAY LEMMA,SHORTDEF,LONGDEF,LOGEIONDEF,DECL,IDIOM,REG ADJ/ADV,PROPER,PART-OF-SPEECH,LOGEION LINK
ΕΠΑΕΙΔΩ,ἐπαείδω,,ἐπαείδω ἐπᾴσομαι,to sing to,to sing to,to sing to,,,,,,http://logeion.uchicago.edu/index.html#ἐπαείδω
ΕΠΑΕΞΩ,ἐπαέξω,,ἐπαέξω,to make to grow,to make to grow,to make to grow,,,,,,http://logeion.uchicago.edu/index.html#ἐπαέξω
ΕΠΑΘΛΟΚΟΜΕΩ,ἐπαθλοκομέω,,ἐπαθλοκομέω,train for contest,train for contest,train for contest,,,,,,http://logeion.uchicago.edu/index.html#ἐπαθλοκομέω
ΕΠΑΘΛΟΝ,ἔπαθλον,,ἔπαθλον,the prize of a contest,the prize of a contest,the prize of a contest,,,,,,http://logeion.uchicago.edu/index.html#ἔπαθλον
ΕΠΑΘΡΕΩ,ἐπαθρέω,,ἐπαθρέω,look with favour on,look with favour on,look with favour on,,,,,,http://logeion.uchicago.edu/index.html#ἐπαθρέω
ΕΠΑΘΡΟΙΖΟΜΑΙ,ἐπαθροίζομαι,,ἐπαθροίζομαι,to assemble besides,to assemble besides,to assemble besides,,,,,,http://logeion.uchicago.edu/index.html#ἐπαθροίζομαι
ΕΠΑΙΑΖΩ,ἐπαιάζω,,ἐπαιάζω,to cry,to cry,to cry,,,,,,http://logeion.uchicago.edu/index.html#ἐπαιάζω
ΕΠΑΙΓΔΗΝ,ἐπαΐγδην,,ἐπαΐγδην,impetuously,impetuously,impetuously,,,,,,http://logeion.uchicago.edu/index.html#ἐπαΐγδην
ΕΠΑΙΓΙΑΛΙΤΙΣ,ἐπαιγιαλῖτις,,ἐπαιγιαλῖτις,on the beach,on the beach,on the beach,,,,,,http://logeion.uchicago.edu/index.html#ἐπαιγιαλῖτις
ΕΠΑΙΓΙΖΩ,ἐπαιγίζω,,ἐπαιγίζω,to rush furiously upon,to rush furiously upon,to rush furiously upon,,,,,,http://logeion.uchicago.edu/index.html#ἐπαιγίζω
ΕΠΑΙΔΕΟΜΑΙ,ἐπαιδέομαι,,ἐπαιδέομαι ἐπαιδεσθήσομαι ἐπεπαίδηκα ἐπῃδέσθην,to be ashamed,to be ashamed,to be ashamed,,,,,Verb,http://logeion.uchicago.edu/index.html#ἐπαιδέομαι
ΕΠΑΙΘΥΣΣΩ,ἐπαιθύσσω,,ἐπαιθύσσω,flash at,flash at,flash at,,,,,,http://logeion.uchicago.edu/index.html#ἐπαιθύσσω
ΕΠΑΙΘΩ,ἐπαίθω,,ἐπαίθω,"to kindle, set on fire","to kindle, set on fire","to kindle, set on fire",,,,,,http://logeion.uchicago.edu/index.html#ἐπαίθω
ΕΠΑΙΚΛΑ,ἐπάϊκλα,,ἐπάϊκλα,additions to the ordinary meal,additions to the ordinary meal,additions to the ordinary meal,,,,,,http://logeion.uchicago.edu/index.html#ἐπάϊκλα
ΕΠΑΙΝΕΣΙΣ,ἐπαίνεσις,,ἐπαίνεσις,praise,praise,praise,,,,,,http://logeion.uchicago.edu/index.html#ἐπαίνεσις
ΕΠΑΙΝΕΤΕΟΝ,ἐπαινετέον,,ἐπαινετέον,one must praise,one must praise,one must praise,,,,,,http://logeion.uchicago.edu/index.html#ἐπαινετέον
ΕΠΑΙΝΕΤΕΟΣ,ἐπαινετέος,,ἐπαινετέος,one must praise,one must praise,one must praise,,,,,,http://logeion.uchicago.edu/index.html#ἐπαινετέος
ΕΠΑΙΝΕΤΗΣ,ἐπαινέτης,,ἐπαινέτης,"a commender, admirer","a commender, admirer","a commender, admirer",,,,,,http://logeion.uchicago.edu/index.html#ἐπαινέτης
ΕΠΑΙΝΕΤΙΚΟΣ,ἐπαινετικός,,ἐπαινετικός,"given to praising, laudatory","given to praising, laudatory","given to praising, laudatory",,,,,,http://logeion.uchicago.edu/index.html#ἐπαινετικός
ΕΠΑΙΝΕΤΟΣ,ἐπαινετός,,ἐπαινετός,"to be praised, laudable","to be praised, laudable","to be praised, laudable",,,,,,http://logeion.uchicago.edu/index.html#ἐπαινετός
ΕΠΑΙΝΟΣ,ἔπαινος,Επαινος,ἕπαινος –ου ὁ,praise,"approval, praise, commendation","approval, praise, commendation",2,,,,Noun,http://logeion.uchicago.edu/index.html#ἕπαινος
ΕΠΑΙΝΟΣ/2,ἐπαινός,,ἐπαινός –ή –όν,"awesome (of Hecate, Persephone)","awesome (of Hecate, Persephone)","awesome (of Hecate, Persephone)",1,,,,Adjective,http://logeion.uchicago.edu/index.html#ἐπαινός
ΕΠΑΙΝΟΥΜΕΝΩΣ,ἐπαινουμένως,,ἐπαινουμένως,praiseworthily,praiseworthily,praiseworthily,,,,,,http://logeion.uchicago.edu/index.html#ἐπαινουμένως
ΕΠΑΙΟΝΑΩ,ἐπαιονάω,,ἐπαιονάω,"bathe, foment","bathe, foment","bathe, foment",,,,,,http://logeion.uchicago.edu/index.html#ἐπαιονάω
ΕΠΑΙΡΩ,ἐπαίρω,,ἐπαίρω (Ion. ἐπᾰείρω) ἐπᾱρῶ ἐπῆρα ἐπῆρκα ἐπῆρμαι ἐπήρθην,to lift up and set on,to lift up and set on,to lift up and set on,0,,,0,Verb,http://logeion.uchicago.edu/index.html#ἐπαίρω
ΕΠΑΙΣΘΑΝΟΜΑΙ,ἐπαισθάνομαι,,ἐπαισθάνομαι ἐπαισθήσομαι ἐπῃσθόμην ἐπῄσθημαι,to have a perception,to have a perception,to have a perception,0,,,0,Verb,http://logeion.uchicago.edu/index.html#ἐπαισθάνομαι
ΕΠΑΙΣΘΗΜΑ,ἐπαίσθημα,,ἐπαίσθημα,perception,perception,perception,,,,,,http://logeion.uchicago.edu/index.html#ἐπαίσθημα
ΕΠΑΙΣΘΗΣΙΣ,ἐπαίσθησις,,ἐπαίσθησις,perception,perception,perception,,,,,,http://logeion.uchicago.edu/index.html#ἐπαίσθησις
ΕΠΑΙΣΜΑ,ἔπᾳσμα,,ἔπᾳσμα,enchantment,enchantment,enchantment,,,,,,http://logeion.uchicago.edu/index.html#ἔπᾳσμα
ΕΠΑΙΣΣΩ,ἐπαΐσσω,,ἐπαΐσσω/ἐπᾴσσω/ἐπᾴττω ἐπᾴξω ἐπῇξα ––– ––– ἐπηίχθην,to rush at,to rush at,to rush at,0,,,0,Verb,http://logeion.uchicago.edu/index.html#ἐπαΐσσω/ἐπᾴσσω/ἐπᾴττω
ΕΠΑΙΣΤΕΟΝ,ἐπᾳστέον,,ἐπᾳστέον,one must recite a charm,one must recite a charm,one must recite a charm,,,,,,http://logeion.uchicago.edu/index.html#ἐπᾳστέον
ΕΠΑΙΣΤΕΟΣ,ἐπᾳστέος,,ἐπᾳστέος,one must enchant,one must enchant,one must enchant,,,,,,http://logeion.uchicago.edu/index.html#ἐπᾳστέος
ΕΠΑΙΣΤΟΣ,ἐπάϊστος,,ἐπάϊστος,"heard of, detected","heard of, detected","heard of, detected",,,,,,http://logeion.uchicago.edu/index.html#ἐπάϊστος
ΕΠΑΙΣΧΗΣ,ἐπαισχής,,ἐπαισχής,shameful,shameful,shameful,,,,,,http://logeion.uchicago.edu/index.html#ἐπαισχής
ΕΠΑΙΣΧΡΟΣ,ἔπαισχρος,,ἔπαισχρος,ugly,ugly,ugly,,,,,,http://logeion.uchicago.edu/index.html#ἔπαισχρος
ΕΠΑΙΣΧΥΝΟΜΑΙ,ἐπαισχύνομαι,,ἐπαισχύνομαι ἐπαισχυνοῦμαι ἐπῄσχυμμαι ἐπῃσχύνθην,to be ashamed at,to be ashamed at,to be ashamed at,0,,,0,Verb,http://logeion.uchicago.edu/index.html#ἐπαισχύνομαι
ΕΠΑΙΤΕΩ,ἐπαιτέω,,ἐπαιτέω ἐπαιτήσω ἐπῄτησα ἐπῄτηκα ἐπῄτημαι ἐπῃτήθην,to ask besides,to ask besides,to ask besides,0,,,0,Verb,http://logeion.uchicago.edu/index.html#ἐπαιτέω
ΕΠΑΙΤΗΣ,ἐπαίτης,,ἐπαίτης,beggar,beggar,beggar,,,,,,http://logeion.uchicago.edu/index.html#ἐπαίτης
ΕΠΑΙΤΗΤΑΡΙΟΝ,ἐπαιτητάριον,,ἐπαιτητάριον,little beggar,little beggar,little beggar,,,,,,http://logeion.uchicago.edu/index.html#ἐπαιτητάριον
ΕΠΑΙΤΙΝΔΑ,ἐπαιτίνδα,,ἐπαιτίνδα,at beggars,at beggars,at beggars,,,,,,http://logeion.uchicago.edu/index.html#ἐπαιτίνδα
ΕΠΑΙΤΙΟΣ,ἐπαίτιος,,ἐπαίτιος,blamed for,blamed for,blamed for,,,,,,http://logeion.uchicago.edu/index.html#ἐπαίτιος
ΕΠΑΙΩ,ἐπαϊω,,ἐπαΐω ἐπαΐσω ἐπήϊσα ––– ––– –––,"to give ear to, perceive, understand","to give ear to, perceive, understand","to give ear to, perceive, understand",0,,,0,Verb,http://logeion.uchicago.edu/index.html#ἐπαΐω
ΕΠΑΙΩΝΙΟΣ,ἐπαιώνιος,,ἐπαιώνιος,ruling over the αἰῶνες,ruling over the αἰῶνες,ruling over the αἰῶνες,,,,,,http://logeion.uchicago.edu/index.html#ἐπαιώνιος
ΕΠΑΙΩΡΕΩ,ἐπαιωρέω,,ἐπαιωρέω,"to keep hovering over, keep in suspense","to keep hovering over, keep in suspense","to keep hovering over, keep in suspense",,,,,,http://logeion.uchicago.edu/index.html#ἐπαιωρέω
ΕΠΑΚΑΝΘΙΖΩ,ἐπακανθίζω,,ἐπακανθίζω,pointed,pointed,pointed,,,,,,http://logeion.uchicago.edu/index.html#ἐπακανθίζω
ΕΠΑΚΕΟΜΑΙ,ἐπακέομαι,,ἐπακέομαι,repair,repair,repair,,,,,,http://logeion.uchicago.edu/index.html#ἐπακέομαι
ΕΠΑΚΜΑΖΩ,ἐπακμάζω,,ἐπακμάζω,to come to its bloom,to come to its bloom,to come to its bloom,,,,,,http://logeion.uchicago.edu/index.html#ἐπακμάζω
ΕΠΑΚΜΑΣΤΙΚΟΣ,ἐπακμαστικός,,ἐπακμαστικός,coming to a height,coming to a height,coming to a height,,,,,,http://logeion.uchicago.edu/index.html#ἐπακμαστικός
ΕΠΑΚΜΟΣ,ἔπακμος,,ἔπακμος,in the bloom of age,in the bloom of age,in the bloom of age,,,,,,http://logeion.uchicago.edu/index.html#ἔπακμος
ΕΠΑΚΟΕΩ,ἐπακοέω,,ἐπακοέω,be one's witness,be one's witness,be one's witness,,,,,,http://logeion.uchicago.edu/index.html#ἐπακοέω
ΕΠΑΚΟΛΟΥΘΕΩ,ἐπακολουθέω,,ἐπακολουθέω,"to follow close upon, follow after","to follow close upon, follow after","to follow close upon, follow after",,,,,,http://logeion.uchicago.edu/index.html#ἐπακολουθέω
ΕΠΑΚΟΛΟΥΘΗΜΑ,ἐπακολούθημα,,ἐπακολούθημα,a consequence,a consequence,a consequence,,,,,,http://logeion.uchicago.edu/index.html#ἐπακολούθημα
ΕΠΑΚΟΛΟΥΘΗΣΙΣ,ἐπακολούθησις,,ἐπακολούθησις,"cognizance, concurrence","cognizance, concurrence","cognizance, concurrence",,,,,,http://logeion.uchicago.edu/index.html#ἐπακολούθησις
ΕΠΑΚΟΛΟΥΘΗΤΕΟΝ,ἐπακολουθητέον,,ἐπακολουθητέον,one must follow,one must follow,one must follow,,,,,,http://logeion.uchicago.edu/index.html#ἐπακολουθητέον
ΕΠΑΚΟΛΟΥΘΗΤΙΚΟΣ,ἐπακολουθητικός,,ἐπακολουθητικός,capable of following,capable of following,capable of following,,,,,,http://logeion.uchicago.edu/index.html#ἐπακολουθητικός
ΕΠΑΚΟΛΟΥΘΗΤΡΙΑ,ἐπακολουθήτρια,,ἐπακολουθήτρια,concurring parly,concurring parly,concurring parly,,,,,,http://logeion.uchicago.edu/index.html#ἐπακολουθήτρια
ΕΠΑΚΟΛΟΥΘΟΣ,ἐπακόλουθος,,ἐπακόλουθος,following,following,following,,,,,,http://logeion.uchicago.edu/index.html#ἐπακόλουθος
ΕΠΑΚΟΝΑΩ,ἐπακονάω,,ἐπακονάω,whet,whet,whet,,,,,,http://logeion.uchicago.edu/index.html#ἐπακονάω
ΕΠΑΚΟΝΤΙΖΩ,ἐπακοντίζω,,ἐπακοντίζω,dart,dart,dart,,,,,,http://logeion.uchicago.edu/index.html#ἐπακοντίζω
ΕΠΑΚΟΝΤΙΣΤΗΣ,ἐπακοντιστής,,ἐπακοντιστής,dicer,dicer,dicer,,,,,,http://logeion.uchicago.edu/index.html#ἐπακοντιστής
ΕΠΑΚΟΥΟΣ,ἐπακουός,,ἐπακουός,attentive to,attentive to,attentive to,,,,,,http://logeion.uchicago.edu/index.html#ἐπακουός
ΕΠΑΚΟΥΣΙΣ,ἐπάκουσις,,ἐπάκουσις,hearing,hearing,hearing,,,,,,http://logeion.uchicago.edu/index.html#ἐπάκουσις
ΕΠΑΚΟΥΣΤΟΣ,ἐπακουστός,,ἐπακουστός,to be listened to,to be listened to,to be listened to,,,,,,http://logeion.uchicago.edu/index.html#ἐπακουστός
ΕΠΑΚΟΥΩ,ἐπακούω,,ἐπακούω ἐπακούσομαι ἐπήκουσα ἐπακήκοα ––– –––,to listen,to listen,to listen,0,,,0,Verb,http://logeion.uchicago.edu/index.html#ἐπακούω
ΕΠΑΚΡΙΒΗΣ,ἐπακριβής,,ἐπακριβής,accurate,accurate,accurate,,,,,,http://logeion.uchicago.edu/index.html#ἐπακριβής
ΕΠΑΚΡΙΒΟΩ,ἐπακριβόω,,ἐπακριβόω,develop in detail,develop in detail,develop in detail,,,,,,http://logeion.uchicago.edu/index.html#ἐπακριβόω
ΕΠΑΚΡΙΔΕΣ,ἐπακρίδες,,ἐπακρίδες,on the hills,on the hills,on the hills,,,,,,http://logeion.uchicago.edu/index.html#ἐπακρίδες
ΕΠΑΚΡΙΖΩ,ἐπακρίζω,,ἐπακρίζω,to reach the top of,to reach the top of,to reach the top of,,,,,,http://logeion.uchicago.edu/index.html#ἐπακρίζω
ΕΠΑΚΡΙΟΣ,ἐπάκριος,,ἐπάκριος,on the heights,on the heights,on the heights,,,,,,http://logeion.uchicago.edu/index.html#ἐπάκριος
ΕΠΑΚΡΟΑΟΜΑΙ,ἐπακροάομαι,,ἐπακροάομαι,"hearkening, obedience","hearkening, obedience","hearkening, obedience",,,,,,http://logeion.uchicago.edu/index.html#ἐπακροάομαι
ΕΠΑΚΡΟΑΤΗΣ,ἐπακροατής,,ἐπακροατής,"hearer, listener","hearer, listener","hearer, listener",,,,,,http://logeion.uchicago.edu/index.html#ἐπακροατής
ΕΠΑΚΡΟΣ,ἔπακρος,,ἔπακρος,pointed at the end,pointed at the end,pointed at the end,,,,,,http://logeion.uchicago.edu/index.html#ἔπακρος
ΕΠΑΚΤΕΟΝ,ἐπακτέον,,ἐπακτέον,one must bring upon,one must bring upon,one must bring upon,,,,,,http://logeion.uchicago.edu/index.html#ἐπακτέον
ΕΠΑΚΤΕΟΣ,ἐπακτέος,,ἐπακτέος,one must apply,one must apply,one must apply,,,,,,http://logeion.uchicago.edu/index.html#ἐπακτέος
ΕΠΑΚΤΗΡ,ἐπακτήρ,,ἐπακτήρ,a hunter,a hunter,a hunter,,,,,,http://logeion.uchicago.edu/index.html#ἐπακτήρ
ΕΠΑΚΤΙΚΟΣ,ἐπακτικός,,ἐπακτικός,leading on,leading on,leading on,,,,,,http://logeion.uchicago.edu/index.html#ἐπακτικός
ΕΠΑΚΤΙΟΣ,ἐπάκτιος,,ἐπάκτιος –ον,on the shore,on the shore,on the shore,1,,,0,Adjective,http://logeion.uchicago.edu/index.html#ἐπάκτιος
ΕΠΑΚΤΟΣ,ἐπακτός,,ἐπακτός [–ή] –όν,"brought in, imported","brought in, imported","brought in, imported",1,,,0,Adjective,http://logeion.uchicago.edu/index.html#ἐπακτός
ΕΠΑΚΤΡΙΣ,ἐπακτρίς,,ἐπακτρίς,"a light vessel, skiff","a light vessel, skiff","a light vessel, skiff",,,,,,http://logeion.uchicago.edu/index.html#ἐπακτρίς
ΕΠΑΚΤΡΟΚΕΛΗΣ,ἐπακτροκέλης,,ἐπακτροκέλης,a light piratical skiff,a light piratical skiff,a light piratical skiff,,,,,,http://logeion.uchicago.edu/index.html#ἐπακτροκέλης
ΕΠΑΛΑΖΟΝΕΥΟΜΑΙ,ἐπαλαζονεύομαι,,ἐπαλαζονεύομαι,boast over,boast over,boast over,,,,,,http://logeion.uchicago.edu/index.html#ἐπαλαζονεύομαι
ΕΠΑΛΑΛΑΖΩ,ἐπαλαλάζω,,ἐπαλαλάζω,to raise the war-cry,to raise the war-cry,to raise the war-cry,,,,,,http://logeion.uchicago.edu/index.html#ἐπαλαλάζω
ΕΠΑΛΑΟΜΑΙ,ἐπαλάομαι,,ἐπαλάομαι,to wander about,to wander about,to wander about,,,,,,http://logeion.uchicago.edu/index.html#ἐπαλάομαι
ΕΠΑΛΑΣΤΕΩ,ἐπαλαστέω,,ἐπαλαστέω,to be full of wrath at,to be full of wrath at,to be full of wrath at,,,,,,http://logeion.uchicago.edu/index.html#ἐπαλαστέω
ΕΠΑΛΓΕΩ,ἐπαλγέω,,ἐπαλγέω,to grieve over,to grieve over,to grieve over,,,,,,http://logeion.uchicago.edu/index.html#ἐπαλγέω
ΕΠΑΛΓΗΣ,ἐπαλγής,,ἐπαλγής,painful,painful,painful,,,,,,http://logeion.uchicago.edu/index.html#ἐπαλγής
ΕΠΑΛΓΥΝΩ,ἐπαλγύνω,,ἐπαλγύνω,give pain,give pain,give pain,,,,,,http://logeion.uchicago.edu/index.html#ἐπαλγύνω
ΕΠΑΛΕΙΜΜΑ,ἐπάλειμμα,,ἐπάλειμμα,unguent,unguent,unguent,,,,,,http://logeion.uchicago.edu/index.html#ἐπάλειμμα
ΕΠΑΛΕΙΠΤΕΟΝ,ἐπαλειπτέον,,ἐπαλειπτέον,one must anoint,one must anoint,one must anoint,,,,,,http://logeion.uchicago.edu/index.html#ἐπαλειπτέον
ΕΠΑΛΕΙΦΩ,ἐπαλείφω,,ἐπαλείφω,"to smear over, plaster up","to smear over, plaster up","to smear over, plaster up",,,,,,http://logeion.uchicago.edu/index.html#ἐπαλείφω
ΕΠΑΛΕΙΨΙΣ,ἐπάλειψις,,ἐπάλειψις,painting over,painting over,painting over,,,,,,http://logeion.uchicago.edu/index.html#ἐπάλειψις
ΕΠΑΛΕΞΩ,ἐπαλέξω,,ἐπαλέξω,"to defend, aid, help","to defend, aid, help","to defend, aid, help",,,,,,http://logeion.uchicago.edu/index.html#ἐπαλέξω
ΕΠΑΛΕΤΡΕΥΩ,ἐπαλετρεύω,,ἐπαλετρεύω,grind at,grind at,grind at,,,,,,http://logeion.uchicago.edu/index.html#ἐπαλετρεύω
ΕΠΑΛΗΘΕΥΩ,ἐπαληθεύω,,ἐπαληθεύω,"to prove true, verify","to prove true, verify","to prove true, verify",,,,,,http://logeion.uchicago.edu/index.html#ἐπαληθεύω
ΕΠΑΛΗΣ,ἐπαλής,,ἐπαλής,"open to the sun, sunny","open to the sun, sunny","open to the sun, sunny",,,,,,http://logeion.uchicago.edu/index.html#ἐπαλής
ΕΠΑΛΘΕΩ,ἐπαλθέω,,ἐπαλθέω,"heal, cure","heal, cure","heal, cure",,,,,,http://logeion.uchicago.edu/index.html#ἐπαλθέω
ΕΠΑΛΘΗΣ,ἐπαλθής,,ἐπαλθής,healing,healing,healing,,,,,,http://logeion.uchicago.edu/index.html#ἐπαλθής
ΕΠΑΛΙΝΔΕΟΜΑΙ,ἐπαλινδέομαι,,ἐπαλινδέομαι,roll on,roll on,roll on,,,,,,http://logeion.uchicago.edu/index.html#ἐπαλινδέομαι
ΕΠΑΛΚΗΣ,ἐπαλκής,,ἐπαλκής,strong,strong,strong,,,,,,http://logeion.uchicago.edu/index.html#ἐπαλκής
ΕΠΑΛΛΑΓΗ,ἐπαλλαγή,,ἐπαλλᾰγή ἡ,an interchange,an interchange,an interchange,,,,,,http://logeion.uchicago.edu/index.html#ἐπαλλᾰγή
ΕΠΑΛΛΑΞΙΣ,ἐπάλλαξις,,ἐπάλλαξις,interweaving,interweaving,interweaving,,,,,,http://logeion.uchicago.edu/index.html#ἐπάλλαξις
ΕΠΑΛΛΑΣΣΩ,ἐπαλλάσσω,,ἐπαλλάσσω,to interchange,to interchange,to interchange,,,,,,http://logeion.uchicago.edu/index.html#ἐπαλλάσσω
ΕΠΑΛΛΗΛΙΑ,ἐπαλληλία,,ἐπαλληλία,"sequence, unbroken series","sequence, unbroken series","sequence, unbroken series",,,,,,http://logeion.uchicago.edu/index.html#ἐπαλληλία
ΕΠΑΛΛΗΛΟΣ,ἐπάλληλος,,ἐπάλληλος [–η] –ον,one after another,one after another,one after another,1,,,,Adjective,http://logeion.uchicago.edu/index.html#ἐπάλληλος
ΕΠΑΛΛΗΛΟΤΗΣ,ἐπαλληλότης,,ἐπαλληλότης,"repetition, duplication","repetition, duplication","repetition, duplication",,,,,,http://logeion.uchicago.edu/index.html#ἐπαλληλότης
ΕΠΑΛΛΟΚΑΥΛΟΣ,ἐπαλλόκαυλος,,ἐπαλλόκαυλος,"clinging to another plant, quasi-parasitic","clinging to another plant, quasi-parasitic","clinging to another plant, quasi-parasitic",,,,,,http://logeion.uchicago.edu/index.html#ἐπαλλόκαυλος
ΕΠΑΛΞΙΟΝ,ἐπάλξιον,,ἐπάλξιον,parapet,parapet,parapet,,,,,,http://logeion.uchicago.edu/index.html#ἐπάλξιον
