TITLE,LOGEION LEMMA,SEARCH LEMMA,DISPLAY LEMMA,SHORTDEF,LONGDEF,LOGEIONDEF,DECL,IDIOM,REG ADJ/ADV,PROPER,PART-OF-SPEECH,LOGEION LINK
ΚΟΚΚΥΜΗΛΕΑ,κοκκυμηλέα,,κοκκυμηλέα,"plum-tree, Prunus domestica","plum-tree, Prunus domestica","plum-tree, Prunus domestica",,,,,,http://logeion.uchicago.edu/index.html#κοκκυμηλέα
ΚΟΚΚΥΜΗΛΟΝ,κοκκύμηλον,,κοκκύμηλον,plum,plum,plum,,,,,,http://logeion.uchicago.edu/index.html#κοκκύμηλον
ΚΟΚΚΥΜΗΛΩΝ,κοκκυμηλών,,κοκκυμηλών,plum-orchard,plum-orchard,plum-orchard,,,,,,http://logeion.uchicago.edu/index.html#κοκκυμηλών
ΚΟΚΚΥΞ,κόκκυξ,,κόκκυξ,a cuckoo,a cuckoo,a cuckoo,,,,,,http://logeion.uchicago.edu/index.html#κόκκυξ
ΚΟΚΚΥΣΜΟΣ,κοκκυσμός,,κοκκυσμός,crying cuckoo,crying cuckoo,crying cuckoo,,,,,,http://logeion.uchicago.edu/index.html#κοκκυσμός
ΚΟΚΚΥΣΤΗΣ,κοκκυστής,,κοκκυστής,"crower, screamer","crower, screamer","crower, screamer",,,,,,http://logeion.uchicago.edu/index.html#κοκκυστής
ΚΟΚΚΩΝ,κόκκων,,κόκκων,a pomegranate-seed,a pomegranate-seed,a pomegranate-seed,,,,,,http://logeion.uchicago.edu/index.html#κόκκων
ΚΟΚΚΩΤΟΝ,κοκκωτόν,,κοκκωτόν,"bacatum, granitum","bacatum, granitum","bacatum, granitum",,,,,,http://logeion.uchicago.edu/index.html#κοκκωτόν
ΚΟΚΥΑΙ,κοκύαι,,κοκύαι,ancestors,ancestors,ancestors,,,,,,http://logeion.uchicago.edu/index.html#κοκύαι
ΚΟΚΧΟΣ,κόκχος,,κόκχος,coculum,coculum,coculum,,,,,,http://logeion.uchicago.edu/index.html#κόκχος
ΚΟΛΑΒΡΙΖΩ,κολαβρίζω,,κολαβρίζω,dance a wild Thracian dance,dance a wild Thracian dance,dance a wild Thracian dance,,,,,,http://logeion.uchicago.edu/index.html#κολαβρίζω
ΚΟΛΑΒΡΙΣΜΟΣ,κολαβρισμός,,κολαβρισμός,to be derided,to be derided,to be derided,,,,,,http://logeion.uchicago.edu/index.html#κολαβρισμός
ΚΟΛΑΒΡΟΣ,κόλαβρος,,κόλαβρος,a song to which the κολαβρισμός was danced,a song to which the κολαβρισμός was danced,a song to which the κολαβρισμός was danced,,,,,,http://logeion.uchicago.edu/index.html#κόλαβρος
ΚΟΛΑΖΩ,κολάζω,κολαζω,κολάζω κολάσω ἐκόλασα κεκόλακα κεκόλαμαι ἐκολάσθην,"curtail, dock, chastise","to curtail, dock, prune","to curtail, dock, prune",0,,,0,Verb,http://logeion.uchicago.edu/index.html#κολάζω
ΚΟΛΑΚΕΙΑ,κολακεία,,κολακεία,"flattery, fawning","flattery, fawning","flattery, fawning",,,,,,http://logeion.uchicago.edu/index.html#κολακεία
ΚΟΛΑΚΕΥΜΑ,κολάκευμα,,κολάκευμα,a piece of flattery,a piece of flattery,a piece of flattery,,,,,,http://logeion.uchicago.edu/index.html#κολάκευμα
ΚΟΛΑΚΕΥΤΕΟΣ,κολακευτέος,,κολακευτέος,to be flattered,to be flattered,to be flattered,,,,,,http://logeion.uchicago.edu/index.html#κολακευτέος
ΚΟΛΑΚΕΥΤΙΚΟΣ,κολακευτικός,,κολακευτικός,"disposed to flatter, flattering, fawning","disposed to flatter, flattering, fawning","disposed to flatter, flattering, fawning",,,,,,http://logeion.uchicago.edu/index.html#κολακευτικός
ΚΟΛΑΚΕΥΩ,κολακεύω,,κολακεύω,to flatter,to flatter,to flatter,,,,,,http://logeion.uchicago.edu/index.html#κολακεύω
ΚΟΛΑΚΟΦΩΡΟΚΛΕΙΔΗΣ,Κολακοφωροκλείδης,,Κολακοφωροκλείδης,flattering son of a thief,flattering son of a thief,flattering son of a thief,,,,,,http://logeion.uchicago.edu/index.html#Κολακοφωροκλείδης
ΚΟΛΑΚΩΝΥΜΟΣ,Κολακώνυμος,,Κολακώνυμος,parasite-named,parasite-named,parasite-named,,,,,,http://logeion.uchicago.edu/index.html#Κολακώνυμος
ΚΟΛΑΞ,κόλαξ,,κόλαξ,"a flatterer, fawner","a flatterer, fawner","a flatterer, fawner",,,,,,http://logeion.uchicago.edu/index.html#κόλαξ
ΚΟΛΑΠΤΗΡ,κολαπτήρ,,κολαπτήρ,a chisel,a chisel,a chisel,,,,,,http://logeion.uchicago.edu/index.html#κολαπτήρ
ΚΟΛΑΠΤΟΣ,κολαπτός,,κολαπτός,engraved,engraved,engraved,,,,,,http://logeion.uchicago.edu/index.html#κολαπτός
ΚΟΛΑΠΤΩ,κολάπτω,,κολάπτω,to peck at,to peck at,to peck at,,,,,,http://logeion.uchicago.edu/index.html#κολάπτω
ΚΟΛΑΣΙΣ,κόλασις,,κόλασις,"chastisement, correction, punishment","chastisement, correction, punishment","chastisement, correction, punishment",,,,,,http://logeion.uchicago.edu/index.html#κόλασις
ΚΟΛΑΣΜΑ,κόλασμα,,κόλασμα,chastisement,chastisement,chastisement,,,,,,http://logeion.uchicago.edu/index.html#κόλασμα
ΚΟΛΑΣΤΕΟΣ,κολαστέος,,κολαστέος,to be chastised,to be chastised,to be chastised,,,,,,http://logeion.uchicago.edu/index.html#κολαστέος
ΚΟΛΑΣΤΗΡΙΟΝ,κολαστήριον,,κολαστήριον,a house of correction,a house of correction,a house of correction,,,,,,http://logeion.uchicago.edu/index.html#κολαστήριον
ΚΟΛΑΣΤΗΡΙΟΣ,κολαστήριος,,κολαστήριος,house of correction,house of correction,house of correction,,,,,,http://logeion.uchicago.edu/index.html#κολαστήριος
ΚΟΛΑΣΤΗΣ,κολαστής,,κολαστής –οῦ ὁ,"a chastiser, punisher","a chastiser, punisher","a chastiser, punisher",1,,,0,Noun,http://logeion.uchicago.edu/index.html#κολαστής
ΚΟΛΑΣΤΙΚΟΣ,κολαστικός,,κολαστικός,corrective,corrective,corrective,,,,,,http://logeion.uchicago.edu/index.html#κολαστικός
ΚΟΛΑΦΑΣΜΟΣ,κολαφασμός,,κολαφασμός,sheathing,sheathing,sheathing,,,,,,http://logeion.uchicago.edu/index.html#κολαφασμός
ΚΟΛΑΦΙΖΩ,κολαφίζω,,κολαφίζω,to buffet,to buffet,to buffet,,,,,,http://logeion.uchicago.edu/index.html#κολαφίζω
ΚΟΛΑΦΟΣ,κόλαφος,,κόλαφος,a buffet.,a buffet.,a buffet.,,,,,,http://logeion.uchicago.edu/index.html#κόλαφος
ΚΟΛΑΨ,κόλαψ,,κόλαψ,stirps,stirps,stirps,,,,,,http://logeion.uchicago.edu/index.html#κόλαψ
ΚΟΛΕΑ,κολέα,,κολέα –ας ἡ,dance,dance,dance,1,,,0,Noun,http://logeion.uchicago.edu/index.html#κολέα
ΚΟΛΕΚΑΝΟΣ,κολεκάνος,,κολεκάνος,"lank, lean person","lank, lean person","lank, lean person",,,,,,http://logeion.uchicago.edu/index.html#κολεκάνος
ΚΟΛΕΟΝ,κολεόν,,κολεόν,"a sheath, scabbard","a sheath, scabbard","a sheath, scabbard",,,,,,http://logeion.uchicago.edu/index.html#κολεόν
ΚΟΛΕΟΠΤΕΡΟΣ,κολεόπτερος,,κολεόπτερος,sheath-winged,sheath-winged,sheath-winged,,,,,,http://logeion.uchicago.edu/index.html#κολεόπτερος
ΚΟΛΕΟΣ,κολεός,,κολεός,"sheath of the heart, pericardium","sheath of the heart, pericardium","sheath of the heart, pericardium",,,,,,http://logeion.uchicago.edu/index.html#κολεός
ΚΟΛΕΟΦΟΡΟΙ,κολεοφόροι,,κολεοφόροι,sheath-bearers,sheath-bearers,sheath-bearers,,,,,,http://logeion.uchicago.edu/index.html#κολεοφόροι
ΚΟΛΕΡΟΣ,κόλερος,,κόλερος,short-wooled,short-wooled,short-wooled,,,,,,http://logeion.uchicago.edu/index.html#κόλερος
ΚΟΛΕΤΡΑΩ,κολετράω,,κολετράω,to trample on,to trample on,to trample on,,,,,,http://logeion.uchicago.edu/index.html#κολετράω
ΚΟΛΙΑΣ,κολίας,,κολίας,"coly-mackerel, Scomber colias","coly-mackerel, Scomber colias","coly-mackerel, Scomber colias",,,,,,http://logeion.uchicago.edu/index.html#κολίας
ΚΟΛΙΟΣ,κολιός,,κολιός,"green woodpecker, Picus viridis","green woodpecker, Picus viridis","green woodpecker, Picus viridis",,,,,,http://logeion.uchicago.edu/index.html#κολιός
ΚΟΛΛΑ,κόλλα,,κόλλα,glue,glue,glue,,,,,,http://logeion.uchicago.edu/index.html#κόλλα
ΚΟΛΛΑΒΟΣ,κόλλαβος,,κόλλαβος,cake,cake,cake,,,,,,http://logeion.uchicago.edu/index.html#κόλλαβος
ΚΟΛΛΑΡΙΟΝ,κολλάριον,,κολλάριον,collarium,collarium,collarium,,,,,,http://logeion.uchicago.edu/index.html#κολλάριον
ΚΟΛΛΑΩ,κολλάω,,κολλάω,"to glue, cement","to glue, cement","to glue, cement",,,,,,http://logeion.uchicago.edu/index.html#κολλάω
ΚΟΛΛΕΨΟΣ,κολλεψός,,κολλεψός,glue-boiler,glue-boiler,glue-boiler,,,,,,http://logeion.uchicago.edu/index.html#κολλεψός
ΚΟΛΛΗΓΑΣ,κολλήγας,,κολλήγας,collega,collega,collega,,,,,,http://logeion.uchicago.edu/index.html#κολλήγας
ΚΟΛΛΗΓΙΟΝ,κολλήγιον,,κολλήγιον,collegium,collegium,collegium,,,,,,http://logeion.uchicago.edu/index.html#κολλήγιον
ΚΟΛΛΗΕΙΣ,κολλήεις,,κολλήεις,glued together,glued together,glued together,,,,,,http://logeion.uchicago.edu/index.html#κολλήεις
ΚΟΛΛΗΜΑ,κόλλημα,,κόλλημα,that which is glued,that which is glued,that which is glued,,,,,,http://logeion.uchicago.edu/index.html#κόλλημα
ΚΟΛΛΗΣΙΜΟΣ,κολλήσιμος,,κολλήσιμος,glued together,glued together,glued together,,,,,,http://logeion.uchicago.edu/index.html#κολλήσιμος
ΚΟΛΛΗΣΙΣ,κόλλησις,,κόλλησις –εως ἡ,a glueing,a glueing,a glueing,,,,,,http://logeion.uchicago.edu/index.html#κόλλησις
ΚΟΛΛΗΤΕΟΝ,κολλητέον,,κολλητέον,"one must fasten on, apply","one must fasten on, apply","one must fasten on, apply",,,,,,http://logeion.uchicago.edu/index.html#κολλητέον
ΚΟΛΛΗΤΗΡ,κολλητήρ,,κολλητήρ,soldering-iron,soldering-iron,soldering-iron,,,,,,http://logeion.uchicago.edu/index.html#κολλητήρ
ΚΟΛΛΗΤΗΡΙΟΝ,κολλητήριον,,κολλητήριον,glue,glue,glue,,,,,,http://logeion.uchicago.edu/index.html#κολλητήριον
ΚΟΛΛΗΤΗΣ,κολλητής,,κολλητής,one who glues,one who glues,one who glues,,,,,,http://logeion.uchicago.edu/index.html#κολλητής
ΚΟΛΛΗΤΙΚΟΣ,κολλητικός,,κολλητικός,glutinous,glutinous,glutinous,,,,,,http://logeion.uchicago.edu/index.html#κολλητικός
ΚΟΛΛΗΤΙΩΝΕΣ,κολλητίωνες,,κολλητίωνες,military police-agents,military police-agents,military police-agents,,,,,,http://logeion.uchicago.edu/index.html#κολλητίωνες
ΚΟΛΛΗΤΟΣ,κολλητός,,κολλητός –ή –όν,"glued together, closely joined, well-framed","glued together, closely joined, well-framed","glued together, closely joined, well-framed",,,,,,http://logeion.uchicago.edu/index.html#κολλητός
ΚΟΛΛΗΤΡΑ,κόλλητρα,,κόλλητρα,cost of plumber's labour,cost of plumber's labour,cost of plumber's labour,,,,,,http://logeion.uchicago.edu/index.html#κόλλητρα
ΚΟΛΛΙΚΙΟΣ,κολλίκιος,,κολλίκιος,shaped,shaped,shaped,,,,,,http://logeion.uchicago.edu/index.html#κολλίκιος
ΚΟΛΛΙΚΟΦΑΓΟΣ,κολλικοφάγος,,κολλικοφάγος,roll-eating,roll-eating,roll-eating,,,,,,http://logeion.uchicago.edu/index.html#κολλικοφάγος
ΚΟΛΛΙΞ,κόλλιξ,,κόλλιξ,a roll,a roll,a roll,,,,,,http://logeion.uchicago.edu/index.html#κόλλιξ
ΚΟΛΛΟΜΕΛΕΩ,κολλομελέω,,κολλομελέω,patch verses together,patch verses together,patch verses together,,,,,,http://logeion.uchicago.edu/index.html#κολλομελέω
ΚΟΛΛΟΠΕΥΩ,κολλοπεύω,,κολλοπεύω,to be a κόλλοψ II.2,to be a κόλλοψ II.2,to be a κόλλοψ II.2,,,,,,http://logeion.uchicago.edu/index.html#κολλοπεύω
ΚΟΛΛΟΠΙΖΩ,κολλοπίζω,,κολλοπίζω,tighten with screws,tighten with screws,tighten with screws,,,,,,http://logeion.uchicago.edu/index.html#κολλοπίζω
ΚΟΛΛΟΠΟΩ,κολλοπόω,,κολλοπόω,glue together,glue together,glue together,,,,,,http://logeion.uchicago.edu/index.html#κολλοπόω
ΚΟΛΛΟΠΩΛΗΣ,κολλοπώλης,,κολλοπώλης,dealer in glue,dealer in glue,dealer in glue,,,,,,http://logeion.uchicago.edu/index.html#κολλοπώλης
ΚΟΛΛΟΡΟΒΟΝ,κολλόροβον,,κολλόροβον,shepherd's staff,shepherd's staff,shepherd's staff,,,,,,http://logeion.uchicago.edu/index.html#κολλόροβον
ΚΟΛΛΟΥΡΑ,κολλούρα,,κολλούρα,roll,roll,roll,,,,,,http://logeion.uchicago.edu/index.html#κολλούρα
ΚΟΛΛΟΥΡΙΣ,κολλουρίς,,κολλουρίς,marsh-mallow,marsh-mallow,marsh-mallow,,,,,,http://logeion.uchicago.edu/index.html#κολλουρίς
ΚΟΛΛΟΥΡΟΣ,κόλλουρος,,κόλλουρος,fish,fish,fish,,,,,,http://logeion.uchicago.edu/index.html#κόλλουρος
ΚΟΛΛΟΨ,κόλλοψ,,κόλλοψ,the peg,the peg,the peg,,,,,,http://logeion.uchicago.edu/index.html#κόλλοψ
ΚΟΛΛΥΒΙΣΤΗΡΙΟΝ,κολλυβιστήριον,,κολλυβιστήριον,money-changer's office,money-changer's office,money-changer's office,,,,,,http://logeion.uchicago.edu/index.html#κολλυβιστήριον
ΚΟΛΛΥΒΙΣΤΗΣ,κολλυβιστής,,κολλυβιστής,a small money-changer,a small money-changer,a small money-changer,,,,,,http://logeion.uchicago.edu/index.html#κολλυβιστής
ΚΟΛΛΥΒΙΣΤΙΚΟΣ,κολλυβιστικός,,κολλυβιστικός,of a money-changer,of a money-changer,of a money-changer,,,,,,http://logeion.uchicago.edu/index.html#κολλυβιστικός
ΚΟΛΛΥΒΟΣ,κόλλυβος,,κόλλυβος,a small coin,a small coin,a small coin,,,,,,http://logeion.uchicago.edu/index.html#κόλλυβος
ΚΟΛΛΥΡΙΖΩ,κολλυρίζω,,κολλυρίζω,bake,bake,bake,,,,,,http://logeion.uchicago.edu/index.html#κολλυρίζω
ΚΟΛΛΥΡΙΚΟΣ,κολλυρικός,,κολλυρικός,"made of κολλῦραι, jus collyricum","made of κολλῦραι, jus collyricum","made of κολλῦραι, jus collyricum",,,,,,http://logeion.uchicago.edu/index.html#κολλυρικός
ΚΟΛΛΥΡΙΟΝ,κολλύριον,,κολλύριον,eye-salve,eye-salve,eye-salve,,,,,,http://logeion.uchicago.edu/index.html#κολλύριον
ΚΟΛΛΥΡΙΟΠΟΙΕΟΜΑΙ,κολλυριοποιέομαι,,κολλυριοποιέομαι,to be made into collyrium,to be made into collyrium,to be made into collyrium,,,,,,http://logeion.uchicago.edu/index.html#κολλυριοποιέομαι
ΚΟΛΛΥΡΙΩΝ,κολλυρίων,,κολλυρίων,thrush,thrush,thrush,,,,,,http://logeion.uchicago.edu/index.html#κολλυρίων
ΚΟΛΛΩΔΗΣ,κολλώδης,,κολλώδης,"glutinous, viscous","glutinous, viscous","glutinous, viscous",,,,,,http://logeion.uchicago.edu/index.html#κολλώδης
ΚΟΛΛΩΤΕΣ,κόλλωτες,,κόλλωτες,stone,stone,stone,,,,,,http://logeion.uchicago.edu/index.html#κόλλωτες
ΚΟΛΟΒΑΝΘΗΣ,κολοβανθής,,κολοβανθής,bearing stunted,bearing stunted,bearing stunted,,,,,,http://logeion.uchicago.edu/index.html#κολοβανθής
ΚΟΛΟΒΙΖΩ,κολοβίζω,,κολοβίζω,mutilate,mutilate,mutilate,,,,,,http://logeion.uchicago.edu/index.html#κολοβίζω
ΚΟΛΟΒΙΟΜΑΦΟΡΙΟΝ,κολοβιομαφόριον,,κολοβιομαφόριον,short,short,short,,,,,,http://logeion.uchicago.edu/index.html#κολοβιομαφόριον
ΚΟΛΟΒΙΟΝ,κολόβιον,,κολόβιον,sleeveless,sleeveless,sleeveless,,,,,,http://logeion.uchicago.edu/index.html#κολόβιον
ΚΟΛΟΒΟΔΙΕΞΟΔΟΣ,κολοβοδιέξοδος,,κολοβοδιέξοδος,having a curtailed passage,having a curtailed passage,having a curtailed passage,,,,,,http://logeion.uchicago.edu/index.html#κολοβοδιέξοδος
ΚΟΛΟΒΟΚΕΡΑΤΟΣ,κολοβοκέρατος,,κολοβοκέρατος,"with stunted horns, short-horned","with stunted horns, short-horned","with stunted horns, short-horned",,,,,,http://logeion.uchicago.edu/index.html#κολοβοκέρατος
ΚΟΛΟΒΟΚΕΡΚΟΣ,κολοβόκερκος,,κολοβόκερκος,with a docked tail,with a docked tail,with a docked tail,,,,,,http://logeion.uchicago.edu/index.html#κολοβόκερκος
ΚΟΛΟΒΟΜΑΧΗ,κολοβομάχη,,κολοβομάχη,the interrupted battle,the interrupted battle,the interrupted battle,,,,,,http://logeion.uchicago.edu/index.html#κολοβομάχη
ΚΟΛΟΒΟΡΙΝ,κολοβόριν,,κολοβόριν,slit-nosed,slit-nosed,slit-nosed,,,,,,http://logeion.uchicago.edu/index.html#κολοβόριν
ΚΟΛΟΒΟΡΙΝΟΣ,κολοβόρινος,,κολοβόρινος,with broken nose,with broken nose,with broken nose,,,,,,http://logeion.uchicago.edu/index.html#κολοβόρινος
ΚΟΛΟΒΟΣ,κολοβός,,κολοβός,"docked, curtailed","docked, curtailed","docked, curtailed",,,,,,http://logeion.uchicago.edu/index.html#κολοβός
ΚΟΛΟΒΟΣΤΑΧΥΣ,κολοβόσταχυς,,κολοβόσταχυς,with short spikes,with short spikes,with short spikes,,,,,,http://logeion.uchicago.edu/index.html#κολοβόσταχυς
ΚΟΛΟΒΟΤΗΣ,κολοβότης,,κολοβότης,stuntedness,stuntedness,stuntedness,,,,,,http://logeion.uchicago.edu/index.html#κολοβότης
