TITLE,LOGEION LEMMA,SEARCH LEMMA,DISPLAY LEMMA,SHORTDEF,LONGDEF,LOGEIONDEF,DECL,IDIOM,REG ADJ/ADV,PROPER,PART-OF-SPEECH,LOGEION LINK
ΑΛΙΠΗΣ,ἀλιπής,,ἀλιπής,"without fat meagre, poor","without fat meagre, poor","without fat meagre, poor",,,,,,http://logeion.uchicago.edu/index.html#ἀλιπής
ΑΛΙΠΛΑΓΚΤΟΣ,ἁλίπλαγκτος,,ἁλίπλαγκτος –ον,roaming the sea,roaming the sea,roaming the sea,1,,,0,Adjective,http://logeion.uchicago.edu/index.html#ἁλίπλαγκτος
ΑΛΙΠΛΑΚΤΟΣ,ἁλίπλακτος,,ἁλίπλακτος,sea-beaten,sea-beaten,sea-beaten,,,,,,http://logeion.uchicago.edu/index.html#ἁλίπλακτος
ΑΛΙΠΛΑΝΗΣ,ἁλιπλανής,,ἁλιπλανής,sea-wandering,sea-wandering,sea-wandering,,,,,,http://logeion.uchicago.edu/index.html#ἁλιπλανής
ΑΛΙΠΛΑΝΙΑ,ἁλιπλανία,,ἁλιπλανία,a wandering voyage,a wandering voyage,a wandering voyage,,,,,,http://logeion.uchicago.edu/index.html#ἁλιπλανία
ΑΛΙΠΛΗΚΤΟΣ,ἁλίπληκτος,,ἁλίπληκτος –ον,sea-beaten,sea-beaten,sea-beaten,1,,,0,Adjective,http://logeion.uchicago.edu/index.html#ἁλίπληκτος
ΑΛΙΠΛΟΟΣ,ἁλίπλοος,,ἁλίπλοος,covered with water,covered with water,covered with water,,,,,,http://logeion.uchicago.edu/index.html#ἁλίπλοος
ΑΛΙΠΝΟΟΣ,ἁλίπνοος,,ἁλίπνοος,redolent of sea,redolent of sea,redolent of sea,,,,,,http://logeion.uchicago.edu/index.html#ἁλίπνοος
ΑΛΙΠΟΡΟΣ,ἁλιπόρος,,ἁλιπόρος,through which the sea flows,through which the sea flows,through which the sea flows,,,,,,http://logeion.uchicago.edu/index.html#ἁλιπόρος
ΑΛΙΠΟΡΦΥΡΟΣ,ἁλιπόρφυρος,,ἁλιπόρφυρος,"of sea-purple, of true purple dye","of sea-purple, of true purple dye","of sea-purple, of true purple dye",,,,,,http://logeion.uchicago.edu/index.html#ἁλιπόρφυρος
ΑΛΙΠΤΟΙΗΤΟΣ,ἁλιπτοίητος,,ἁλιπτοίητος,driven by fear across the sea,driven by fear across the sea,driven by fear across the sea,,,,,,http://logeion.uchicago.edu/index.html#ἁλιπτοίητος
ΑΛΙΡΡΑΓΗΣ,ἁλιρραγής,,ἁλιρραγής,against which the sea breaks,against which the sea breaks,against which the sea breaks,,,,,,http://logeion.uchicago.edu/index.html#ἁλιρραγής
ΑΛΙΡΡΑΙΣΤΗΣ,ἁλιρραίστης,,ἁλιρραίστης,ravening in the sea,ravening in the sea,ravening in the sea,,,,,,http://logeion.uchicago.edu/index.html#ἁλιρραίστης
ΑΛΙΡΡΑΝΤΟΣ,ἁλίρραντος,,ἁλίρραντος,sea-surging,sea-surging,sea-surging,,,,,,http://logeion.uchicago.edu/index.html#ἁλίρραντος
ΑΛΙΡΡΟΘΙΟΣ,ἁλιρρόθιος,,ἁλιρρόθιος,dashed over by the sea,dashed over by the sea,dashed over by the sea,,,,,,http://logeion.uchicago.edu/index.html#ἁλιρρόθιος
ΑΛΙΡΡΟΘΟΣ,ἁλίρροθος,,ἁλίρροθος –ον,of the raging sea,of the raging sea,of the raging sea,1,,,0,Adjective,http://logeion.uchicago.edu/index.html#ἁλίρροθος
ΑΛΙΡΡΥΤΟΣ,ἁλίρρυτος,,ἁλίρρυτος,washed by the sea,washed by the sea,washed by the sea,,,,,,http://logeion.uchicago.edu/index.html#ἁλίρρυτος
ΑΛΙΣ,ἅλις,αλις,ἄλις,enough,"in heaps, crowds, swarms, in abundance, in plenty","in heaps, crowds, swarms, in abundance, in plenty",0,,,0,Adverb,http://logeion.uchicago.edu/index.html#ἄλις
ΑΛΙΣ/2,Ἆλις,,Ἆλις,Elis,Elis,Elis,,,,,,http://logeion.uchicago.edu/index.html#Ἆλις
ΑΛΙΣΓΕΩ,ἀλισγέω,,ἀλισγέω,to pollute,to pollute,to pollute,,,,,,http://logeion.uchicago.edu/index.html#ἀλισγέω
ΑΛΙΣΓΗΜΑ,ἀλίσγημα,,ἀλίσγημα,a pollution,a pollution,a pollution,,,,,,http://logeion.uchicago.edu/index.html#ἀλίσγημα
ΑΛΙΣΚΟΜΑΙ,ἁλίσκομαι,Αλισκομαι,ἁλίσκομαι ἁλώσομαι ἑάλων ἑάλωκα ––– –––,to be caught,"to be caught, conquered, caught in the act","to be caught, conquered, caught in the act",0,,,0,Verb,http://logeion.uchicago.edu/index.html#ἁλίσκομαι
ΑΛΙΣΜΑ,ἄλισμα,,ἄλισμα,"water-plantain, Alisma Plantago","water-plantain, Alisma Plantago","water-plantain, Alisma Plantago",,,,,,http://logeion.uchicago.edu/index.html#ἄλισμα
ΑΛΙΣΜΑΡΑΓΟΣ,ἁλισμάραγος,,ἁλισμάραγος,sea-resounding,sea-resounding,sea-resounding,,,,,,http://logeion.uchicago.edu/index.html#ἁλισμάραγος
ΑΛΙΣΜΗΚΤΟΣ,ἁλίσμηκτος,,ἁλίσμηκτος,washed by the sea,washed by the sea,washed by the sea,,,,,,http://logeion.uchicago.edu/index.html#ἁλίσμηκτος
ΑΛΙΣΜΟΣ,ἁλισμός,,ἁλισμός,sprinkling with salt,sprinkling with salt,sprinkling with salt,,,,,,http://logeion.uchicago.edu/index.html#ἁλισμός
ΑΛΙΣΤΕΦΑΝΟΣ,ἁλιστέφανος,,ἁλιστέφανος,"sea-crowned, sea-girt","sea-crowned, sea-girt","sea-crowned, sea-girt",,,,,,http://logeion.uchicago.edu/index.html#ἁλιστέφανος
ΑΛΙΣΤΟΣ,ἁλιστός,,ἁλιστός,"salted, pickled","salted, pickled","salted, pickled",,,,,,http://logeion.uchicago.edu/index.html#ἁλιστός
ΑΛΙΣΤΡΕΠΤΟΣ,ἁλίστρεπτος,,ἁλίστρεπτος,sea-tossed,sea-tossed,sea-tossed,,,,,,http://logeion.uchicago.edu/index.html#ἁλίστρεπτος
ΑΛΙΤΑΝΕΥΤΟΣ,ἀλιτάνευτος,,ἀλιτάνευτος,inexorable,inexorable,inexorable,,,,,,http://logeion.uchicago.edu/index.html#ἀλιτάνευτος
ΑΛΙΤΕΝΗΣ,ἁλιτενής,,ἁλιτενής,"stretching along the sea, level, flat","stretching along the sea, level, flat","stretching along the sea, level, flat",,,,,,http://logeion.uchicago.edu/index.html#ἁλιτενής
ΑΛΙΤΕΡΜΩΝ,ἁλιτέρμων,,ἁλιτέρμων,bounded by the sea,bounded by the sea,bounded by the sea,,,,,,http://logeion.uchicago.edu/index.html#ἁλιτέρμων
ΑΛΙΤΗΜΑ,ἀλίτημα,,ἀλίτημα,"a sin, offence","a sin, offence","a sin, offence",,,,,,http://logeion.uchicago.edu/index.html#ἀλίτημα
ΑΛΙΤΗΜΕΡΟΣ,ἀλιτήμερος,,ἀλιτήμερος,"missing the right day, untimely born","missing the right day, untimely born","missing the right day, untimely born",,,,,,http://logeion.uchicago.edu/index.html#ἀλιτήμερος
ΑΛΙΤΗΜΩΝ,ἀλιτήμων,,ἀλιτήμων –ονος,"sinning against, offending","sinning against, offending","sinning against, offending",,,,,,http://logeion.uchicago.edu/index.html#ἀλιτήμων
ΑΛΙΤΗΡΙΟΣ,ἀλιτήριος,,ἀλιτήριος,sinning,sinning,sinning,,,,,,http://logeion.uchicago.edu/index.html#ἀλιτήριος
ΑΛΙΤΗΡΙΩΔΗΣ,ἀλιτηριώδης,,ἀλιτηριώδης,"abominable, accursed","abominable, accursed","abominable, accursed",,,,,,http://logeion.uchicago.edu/index.html#ἀλιτηριώδης
ΑΛΙΤΗΣ,ἁλίτης,,ἁλίτης,salted,salted,salted,,,,,,http://logeion.uchicago.edu/index.html#ἁλίτης
ΑΛΙΤΟΞΕΝΟΣ,ἀλιτόξενος,,ἀλιτόξενος,sinning against one's friend,sinning against one's friend,sinning against one's friend,,,,,,http://logeion.uchicago.edu/index.html#ἀλιτόξενος
ΑΛΙΤΟΦΡΟΣΥΝΗ,ἀλιτοφροσύνη,,ἀλιτοφροσύνη,a wicked mind,a wicked mind,a wicked mind,,,,,,http://logeion.uchicago.edu/index.html#ἀλιτοφροσύνη
ΑΛΙΤΡΑΙΝΩ,ἀλιτραίνω,,ἀλιτραίνω,"to sin, offend","to sin, offend","to sin, offend",,,,,,http://logeion.uchicago.edu/index.html#ἀλιτραίνω
ΑΛΙΤΡΕΦΗΣ,ἁλιτρεφής,,ἁλιτρεφής,sea-bred,sea-bred,sea-bred,,,,,,http://logeion.uchicago.edu/index.html#ἁλιτρεφής
ΑΛΙΤΡΙΑ,ἀλιτρία,,ἀλιτρία,"sinfulness, mischief","sinfulness, mischief","sinfulness, mischief",,,,,,http://logeion.uchicago.edu/index.html#ἀλιτρία
ΑΛΙΤΡΟΒΙΟΣ,ἀλιτρόβιος,,ἀλιτρόβιος,living wickedly,living wickedly,living wickedly,,,,,,http://logeion.uchicago.edu/index.html#ἀλιτρόβιος
ΑΛΙΤΡΟΝΟΟΣ,ἀλιτρόνοος,,ἀλιτρόνοος,wicked-minded,wicked-minded,wicked-minded,,,,,,http://logeion.uchicago.edu/index.html#ἀλιτρόνοος
ΑΛΙΤΡΟΣ,ἀλιτρός,,ἀλιτρός,"sinful, sinning","sinful, sinning","sinful, sinning",,,,,,http://logeion.uchicago.edu/index.html#ἀλιτρός
ΑΛΙΤΡΟΦΟΣ,ἁλίτροφος,,ἁλίτροφος,sea-nurtured,sea-nurtured,sea-nurtured,,,,,,http://logeion.uchicago.edu/index.html#ἁλίτροφος
ΑΛΙΤΡΟΧΟΣ,ἁλίτροχος,,ἁλίτροχος,rushing through the sea,rushing through the sea,rushing through the sea,,,,,,http://logeion.uchicago.edu/index.html#ἁλίτροχος
ΑΛΙΤΡΥΤΟΣ,ἁλίτρυτος,,ἁλίτρυτος,"sea-beaten, sea-worn","sea-beaten, sea-worn","sea-beaten, sea-worn",,,,,,http://logeion.uchicago.edu/index.html#ἁλίτρυτος
ΑΛΙΤΥΠΟΣ,ἁλίτυπος,,ἁλίτυπος,sea-beaten,sea-beaten,sea-beaten,,,,,,http://logeion.uchicago.edu/index.html#ἁλίτυπος
ΑΛΙΤΥΡΟΣ,ἁλίτυρος,,ἁλίτυρος,a sort of salt-cheese,a sort of salt-cheese,a sort of salt-cheese,,,,,,http://logeion.uchicago.edu/index.html#ἁλίτυρος
ΑΛΙΦΘΕΡΟΩ,ἁλιφθερόω,,ἁλιφθερόω,shipwreck,shipwreck,shipwreck,,,,,,http://logeion.uchicago.edu/index.html#ἁλιφθερόω
ΑΛΙΦΘΟΡΙΑ,ἁλιφθορία,,ἁλιφθορία,"disaster at sea, shipwreck","disaster at sea, shipwreck","disaster at sea, shipwreck",,,,,,http://logeion.uchicago.edu/index.html#ἁλιφθορία
ΑΛΙΦΘΟΡΙΑ/2,ἁλιφθορία,,ἁλιφθορία,"a disaster at sea, shipwreck","a disaster at sea, shipwreck","a disaster at sea, shipwreck",,,,,,http://logeion.uchicago.edu/index.html#ἁλιφθορία
ΑΛΙΦΘΟΡΟΣ,ἁλιφθόρος,,ἁλιφθόρος,destroying on sea,destroying on sea,destroying on sea,,,,,,http://logeion.uchicago.edu/index.html#ἁλιφθόρος
ΑΛΙΦΛΟΙΟΣ,ἁλίφλοιος,,ἁλίφλοιος,"sea-bark oak, Quercus Pseudosuber","sea-bark oak, Quercus Pseudosuber","sea-bark oak, Quercus Pseudosuber",,,,,,http://logeion.uchicago.edu/index.html#ἁλίφλοιος
ΑΛΙΧΛΑΙΝΟΣ,ἁλίχλαινος,,ἁλίχλαινος,purple-clad,purple-clad,purple-clad,,,,,,http://logeion.uchicago.edu/index.html#ἁλίχλαινος
ΑΛΚΑ,ἀλκά,,ἀλκά,"valour, courage","valour, courage","valour, courage",,,,,,http://logeion.uchicago.edu/index.html#ἀλκά
ΑΛΚΑΕΙΣ,ἀλκάεις,,ἀλκάεις,valiant,valiant,valiant,,,,,,http://logeion.uchicago.edu/index.html#ἀλκάεις
ΑΛΚΑΖΩ,ἀλκάζω,,ἀλκάζω,put forth strength,put forth strength,put forth strength,,,,,,http://logeion.uchicago.edu/index.html#ἀλκάζω
ΑΛΚΑΘΟΟΣ,Ἀλκάθοος,,Ἀλκάθοος,Alcathous,Alcathous,Alcathous,,,,,,http://logeion.uchicago.edu/index.html#Ἀλκάθοος
ΑΛΚΑΙΑ,ἀλκαία,,ἀλκαία,tail,tail,tail,,,,,,http://logeion.uchicago.edu/index.html#ἀλκαία
ΑΛΚΑΙΔΑΣ,ἀλκαίδας,,ἀλκαίδας,son of Alkaios,son of Alkaios,son of Alkaios,,,,,,http://logeion.uchicago.edu/index.html#ἀλκαίδας
ΑΛΚΑΙΚΟΣ,Ἀλκαϊκός,,Ἀλκαϊκός,used by Alcaeus,used by Alcaeus,used by Alcaeus,,,,,,http://logeion.uchicago.edu/index.html#Ἀλκαϊκός
ΑΛΚΑΙΟΣ,ἀλκαῖος,,ἀλκαῖος,"strong, mighty","strong, mighty","strong, mighty",,,,,,http://logeion.uchicago.edu/index.html#ἀλκαῖος
ΑΛΚΑΙΟΣ/2,Ἀλκαῖος,,Ἀλκαῖος,Alcaeus,Alcaeus,Alcaeus,,,,,,http://logeion.uchicago.edu/index.html#Ἀλκαῖος
ΑΛΚΑΜΕΝΗΣ,Ἀλκαμένης,,Ἀλκαμένης,Alcamenes,Alcamenes,Alcamenes,,,,,,http://logeion.uchicago.edu/index.html#Ἀλκαμένης
ΑΛΚΑΝΔΡΗ,Ἀλκάνδρη,,Ἀλκάνδρη,Alcandre,Alcandre,Alcandre,,,,,,http://logeion.uchicago.edu/index.html#Ἀλκάνδρη
ΑΛΚΑΝΔΡΟΣ,Ἄλκανδρος,,Ἄλκανδρος,Alcander,Alcander,Alcander,,,,,,http://logeion.uchicago.edu/index.html#Ἄλκανδρος
ΑΛΚΑΡ,ἄλκαρ,,ἄλκαρ,"a safeguard, defence","a safeguard, defence","a safeguard, defence",,,,,,http://logeion.uchicago.edu/index.html#ἄλκαρ
ΑΛΚΑΣ,ἀλκᾶς,,ἀλκᾶς,deeds of prowess,deeds of prowess,deeds of prowess,,,,,,http://logeion.uchicago.edu/index.html#ἀλκᾶς
ΑΛΚΕΙΔΗΣ,Ἀλκεΐδης,,Ἀλκεΐδης,"descendant of Alceus, usu. Heracles","descendant of Alceus, usu. Heracles","descendant of Alceus, usu. Heracles",,,,,,http://logeion.uchicago.edu/index.html#Ἀλκεΐδης
ΑΛΚΗΕΙΣ,ἀλκήεις,,ἀλκήεις,"valiant, warlike","valiant, warlike","valiant, warlike",,,,,,http://logeion.uchicago.edu/index.html#ἀλκήεις
ΑΛΚΗΝΩΡ,Ἀλκήνωρ,,Ἀλκήνωρ –ορος ὁ,Alcenor,Alcenor,Alcenor,,,,,,http://logeion.uchicago.edu/index.html#Ἀλκήνωρ –ορος
ΑΛΚΗΣΤΙΣ,Ἄλκηστις,,Ἄλκηστις,Alcestis,Alcestis,Alcestis,,,,,,http://logeion.uchicago.edu/index.html#Ἄλκηστις
ΑΛΚΙ,ἀλκί,,ἀλκί,"might, strength","might, strength","might, strength",,,,,,http://logeion.uchicago.edu/index.html#ἀλκί
ΑΛΚΙΒΙΑΔΕΣ,ἀλκιβιάδες,,ἀλκιβιάδες,shoes,shoes,shoes,,,,,,http://logeion.uchicago.edu/index.html#ἀλκιβιάδες
ΑΛΚΙΒΙΑΔΗΣ,Ἀλκιβιάδης,,Ἀλκιβιάδης,Alcibiades,Alcibiades,Alcibiades,,,,,,http://logeion.uchicago.edu/index.html#Ἀλκιβιάδης
ΑΛΚΙΒΙΟΣ,ἀλκίβιος,,ἀλκίβιος,"Cretan bugloss, Echium parviflorum","Cretan bugloss, Echium parviflorum","Cretan bugloss, Echium parviflorum",,,,,,http://logeion.uchicago.edu/index.html#ἀλκίβιος
ΑΛΚΙΜΑΧΟΣ,ἀλκίμαχος,,ἀλκίμαχος,bravely fighting,bravely fighting,bravely fighting,,,,,,http://logeion.uchicago.edu/index.html#ἀλκίμαχος
ΑΛΚΙΜΕΔΩΝ,Ἀλκιμέδων,,Ἀλκιμέδων,Alcimedon,Alcimedon,Alcimedon,,,,,,http://logeion.uchicago.edu/index.html#Ἀλκιμέδων
ΑΛΚΙΜΙΔΗΣ,Ἀλκιμίδης,,Ἀλκιμίδης,Alcimedes,Alcimedes,Alcimedes,,,,,,http://logeion.uchicago.edu/index.html#Ἀλκιμίδης
ΑΛΚΙΜΟΒΡΙΘΟΣ,ἀλκιμόβριθος,,ἀλκιμόβριθος,mighty in weight,mighty in weight,mighty in weight,,,,,,http://logeion.uchicago.edu/index.html#ἀλκιμόβριθος
ΑΛΚΙΜΟΣ,ἄλκιμος,,ἄλκιμος –η –ον,"warlike, strong, stout","warlike, strong, stout","warlike, strong, stout",1,,,0,Adjective,http://logeion.uchicago.edu/index.html#ἄλκιμος
ΑΛΚΙΝΟΟΣ,Ἀλκίνοος,,Ἀλκίνοος,Alcinous,Alcinous,Alcinous,,,,,,http://logeion.uchicago.edu/index.html#Ἀλκίνοος
ΑΛΚΙΠΠΗ,Ἀλκίππη,,Ἀλκίππη,Alcippe,Alcippe,Alcippe,,,,,,http://logeion.uchicago.edu/index.html#Ἀλκίππη
ΑΛΚΙΦΡΩΝ,ἀλκίφρων,,ἀλκίφρων,stout-hearted,stout-hearted,stout-hearted,,,,,,http://logeion.uchicago.edu/index.html#ἀλκίφρων
ΑΛΚΜΑΙΩΝ,Ἀλκμαίων,,Ἀλκμαίων,Alcmaeon,Alcmaeon,Alcmaeon,,,,,,http://logeion.uchicago.edu/index.html#Ἀλκμαίων
ΑΛΚΜΑΙΩΝΙΔΑΙ,Ἀλκμαιωνίδαι,,Ἀλκμεωνίδης –ου ὁ –νίδαι οἱ,Alcmaeonid,Alcmaeonid,Alcmaeonid,,,,,,http://logeion.uchicago.edu/index.html#Ἀλκμεωνίδης –ου
ΑΛΚΜΑΝΙΔΑΙ,Ἀλκμανίδαι,,Ἀλκμανίδαι,Alkmaionidai,Alkmaionidai,Alkmaionidai,,,,,,http://logeion.uchicago.edu/index.html#Ἀλκμανίδαι
ΑΛΚΜΑΝΙΚΟΣ,Ἀλκμανικός,,Ἀλκμανικός,used by Alcman,used by Alcman,used by Alcman,,,,,,http://logeion.uchicago.edu/index.html#Ἀλκμανικός
ΑΛΚΜΑΩΝ,Ἀλκμάων,,Ἀλκμάων,son of Thestor,son of Thestor,son of Thestor,,,,,,http://logeion.uchicago.edu/index.html#Ἀλκμάων
ΑΛΚΜΕΩΝ,,,Ἀλκμαίων or Αλκμέων ὁ,Alcmaeon,Alcmaeon,Alcmaeon,,,,,,http://logeion.uchicago.edu/index.html#Ἀλκμαίων
ΑΛΚΜΗΝΗ,Ἀλκμήνη,,Ἀλκμήνη –ης ἡ,Alcmene,Alcmene,Alcmene,1,,,1,Noun,http://logeion.uchicago.edu/index.html#Ἀλκμήνη
ΑΛΚΤΗΡ,ἀλκτήρ,,ἀλκτήρ,a protector from,a protector from,a protector from,,,,,,http://logeion.uchicago.edu/index.html#ἀλκτήρ
ΑΛΚΤΗΡΙΟΝ,ἀλκτήριον,,ἀλκτήριον,"remedy, antidote","remedy, antidote","remedy, antidote",,,,,,http://logeion.uchicago.edu/index.html#ἀλκτήριον
ΑΛΚΤΗΡΙΟΣ,ἀλκτήριος,,ἀλκτήριος,"helping, healing","helping, healing","helping, healing",,,,,,http://logeion.uchicago.edu/index.html#ἀλκτήριος
ΑΛΚΥΟΝΕΙΟΝ,ἀλκυόνειον,,ἀλκυόνειον,bastard-sponge,bastard-sponge,bastard-sponge,,,,,,http://logeion.uchicago.edu/index.html#ἀλκυόνειον
ΑΛΚΥΟΝΕΙΟΣ,ἀλκυόνειος,,ἀλκυόνειος,of the ἀλκυών,of the ἀλκυών,of the ἀλκυών,,,,,,http://logeion.uchicago.edu/index.html#ἀλκυόνειος
ΑΛΚΥΟΝΗ,Ἀλκυόνη,,Ἀλκυόνη,"name given to Cleopatra, daughter of Idas and Marpessa","name given to Cleopatra, daughter of Idas and Marpessa","name given to Cleopatra, daughter of Idas and Marpessa",,,,,,http://logeion.uchicago.edu/index.html#Ἀλκυόνη
ΑΛΚΥΟΝΙΔΕΣ,ἀλκυονίδες,,ἀλκυονίδες,"the 14 winter days during which the halcyon builds its nest, and the sea is calm, the halcyon days","the 14 winter days during which the halcyon builds its nest, and the sea is calm, the halcyon days","the 14 winter days during which the halcyon builds its nest, and the sea is calm, the halcyon days",,,,,,http://logeion.uchicago.edu/index.html#ἀλκυονίδες
ΑΛΚΥΟΝΙΣ,ἀλκυονίς,,ἀλκυονίς,"winter days during which the halcyon builds, and the sea is calm","winter days during which the halcyon builds, and the sea is calm","winter days during which the halcyon builds, and the sea is calm",,,,,,http://logeion.uchicago.edu/index.html#ἀλκυονίς
ΑΛΚΥΩΝ,ἀλκυών,,ἀλκυών,the kingfisher,the kingfisher,the kingfisher,,,,,,http://logeion.uchicago.edu/index.html#ἀλκυών
ΑΛΛΑ-ΜΗΝ,,αλλα-μην,ἀλλὰ–μήν,but yet,,,,1,,,Idiom,http://logeion.uchicago.edu/index.html#ἀλλὰ–μήν
ΑΛΛΑΓΔΗΝ,ἀλλάγδην,,ἀλλάγδην,alternately,alternately,alternately,,,,,,http://logeion.uchicago.edu/index.html#ἀλλάγδην
ΑΛΛΑΓΗ,ἀλλαγή,,ἀλλαγή –ῆς ἡ,a change,a change,a change,1,,,0,Noun,http://logeion.uchicago.edu/index.html#ἀλλαγή
ΑΛΛΑΓΜΑ,ἄλλαγμα,,ἄλλαγμα,that which is given or taken in exchange,that which is given or taken in exchange,that which is given or taken in exchange,,,,,,http://logeion.uchicago.edu/index.html#ἄλλαγμα
ΑΛΛΑΘΕΑΣ,ἀλλαθεάς,,ἀλλαθεάς,funeral ceremony,funeral ceremony,funeral ceremony,,,,,,http://logeion.uchicago.edu/index.html#ἀλλαθεάς
ΑΛΛΑΙ,ἄλλᾳ,,ἄλλᾳ,in another way,in another way,in another way,,,,,,http://logeion.uchicago.edu/index.html#ἄλλᾳ
ΑΛΛΑΚΤΕΟΝ,ἀλλακτέον,,ἀλλακτέον,one must change,one must change,one must change,,,,,,http://logeion.uchicago.edu/index.html#ἀλλακτέον
ΑΛΛΑΚΤΙΚΟΣ,ἀλλακτικός,,ἀλλακτικός,of/for exchange,of/for exchange,of/for exchange,,,,,,http://logeion.uchicago.edu/index.html#ἀλλακτικός
ΑΛΛΑΚΤΟΣ,ἀλλακτός,,ἀλλακτός,equivalent,equivalent,equivalent,,,,,,http://logeion.uchicago.edu/index.html#ἀλλακτός
ΑΛΛΑΛΟΥΣ,ἀλλάλους,,ἀλλάλους,each other,each other,each other,,,,,,http://logeion.uchicago.edu/index.html#ἀλλάλους
ΑΛΛΑΛΟΦΟΝΙΑ,ἀλλαλοφονία,,ἀλλαλοφονία,murder at one another's hands,murder at one another's hands,murder at one another's hands,,,,,,http://logeion.uchicago.edu/index.html#ἀλλαλοφονία
ΑΛΛΑΛΟΦΟΝΟΙ,ἀλλαλοφόνοι,,ἀλλαλοφόνοι,that murdered each other,that murdered each other,that murdered each other,,,,,,http://logeion.uchicago.edu/index.html#ἀλλαλοφόνοι
ΑΛΛΑΝΤΟΕΙΔΗΣ,ἀλλαντοειδής,,ἀλλαντοειδής,sausage-shaped,sausage-shaped,sausage-shaped,,,,,,http://logeion.uchicago.edu/index.html#ἀλλαντοειδής
ΑΛΛΑΝΤΟΠΟΙΟΣ,ἀλλαντοποιός,,ἀλλαντοποιός,maker of sausages,maker of sausages,maker of sausages,,,,,,http://logeion.uchicago.edu/index.html#ἀλλαντοποιός
ΑΛΛΑΝΤΟΠΩΛΕΩ,ἀλλαντοπωλέω,,ἀλλαντοπωλέω,to deal in sausages,to deal in sausages,to deal in sausages,,,,,,http://logeion.uchicago.edu/index.html#ἀλλαντοπωλέω
ΑΛΛΑΝΤΟΠΩΛΗΣ,ἀλλαντοπώλης,,ἀλλαντοπώλης,a sausage-dealer,a sausage-dealer,a sausage-dealer,,,,,,http://logeion.uchicago.edu/index.html#ἀλλαντοπώλης
ΑΛΛΑΞΙΜΑ,ἀλλάξιμα,,ἀλλάξιμα,changes of raiment,changes of raiment,changes of raiment,,,,,,http://logeion.uchicago.edu/index.html#ἀλλάξιμα
ΑΛΛΑΞΙΣ,ἄλλαξις,,ἄλλαξις,"exchange, barter","exchange, barter","exchange, barter",,,,,,http://logeion.uchicago.edu/index.html#ἄλλαξις
ΑΛΛΑΣ,ἀλλᾶς,,ἀλλᾶς,a sausage,a sausage,a sausage,,,,,,http://logeion.uchicago.edu/index.html#ἀλλᾶς
ΑΛΛΑΤΤΟΛΟΓΟΣ,ἀλλαττόλογος,,ἀλλαττόλογος,complicated,complicated,complicated,,,,,,http://logeion.uchicago.edu/index.html#ἀλλαττόλογος
ΑΛΛΑΤΤΩ,ἀλλάσσω,Αλλαττω,ἀλλάττω ἀλλάξω ἅλλαξα ἅλλακα ἅλλαγμαι ἀλλάχθην,"alter, change","to make other than it is, to change, alter","to make other than it is, to change, alter",,,,,Verb,http://logeion.uchicago.edu/index.html#ἀλλάττω
ΑΛΛΑΧΗ,ἀλλαχῆ,,ἀλλαχῆ,"elsewhere, in another place","elsewhere, in another place","elsewhere, in another place",,,,,,http://logeion.uchicago.edu/index.html#ἀλλαχῆ
ΑΛΛΑΧΟΘΕΝ,ἀλλαχόθεν,αλλαχοθεν,ἀλλαχόθεν,from elsewhere,from another place,from another place,,,,,Adverb,http://logeion.uchicago.edu/index.html#ἀλλαχόθεν
ΑΛΛΑΧΟΘΙ,ἀλλαχόθι,,ἀλλαχόθι,elsewhere,elsewhere,elsewhere,,,,,,http://logeion.uchicago.edu/index.html#ἀλλαχόθι
ΑΛΛΑΧΟΣΕ,ἀλλαχόσε,αλλαχοσε,ἀλλαχόσε,in another direction,"elsewhither, to another place","elsewhither, to another place",,,,,Adverb,http://logeion.uchicago.edu/index.html#ἀλλαχόσε
ΑΛΛΑΧΟΥ,ἀλλαχοῦ,αλλαχου,ἀλλαχοῦ,elsewhere,elsewhere,elsewhere,,,,,Adverb,http://logeion.uchicago.edu/index.html#ἀλλαχοῦ
ΑΛΛΑΧΧΑΙ,ἀλλαχχᾷ,,ἀλλαχχᾷ,"elsewhere, in another place","elsewhere, in another place","elsewhere, in another place",,,,,,http://logeion.uchicago.edu/index.html#ἀλλαχχᾷ
ΑΛΛΕΠΑΛΛΗΛΙΑ,ἀλλεπαλληλία,,ἀλλεπαλληλία,accumulation,accumulation,accumulation,,,,,,http://logeion.uchicago.edu/index.html#ἀλλεπαλληλία
ΑΛΛΗ,ἄλλη,,ἄλλη,elsewhere,elsewhere,elsewhere,,,,,,http://logeion.uchicago.edu/index.html#ἄλλη
ΑΛΛΗΓΟΡΕΩ,ἀλληγορέω,,ἀλληγορέω,"to speak so as to imply something other than what is said, to interpret allegorically","to speak so as to imply something other than what is said, to interpret allegorically","to speak so as to imply something other than what is said, to interpret allegorically",,,,,,http://logeion.uchicago.edu/index.html#ἀλληγορέω
ΑΛΛΗΓΟΡΙΑ,ἀλληγορία,,ἀλληγορία,an allegory,an allegory,an allegory,,,,,,http://logeion.uchicago.edu/index.html#ἀλληγορία
ΑΛΛΗΓΟΡΙΚΟΣ,ἀλληγορικός,,ἀλληγορικός,figurative,figurative,figurative,,,,,,http://logeion.uchicago.edu/index.html#ἀλληγορικός
