TITLE,LOGEION LEMMA,SEARCH LEMMA,DISPLAY LEMMA,SHORTDEF,LONGDEF,LOGEIONDEF,DECL,IDIOM,REG ADJ/ADV,PROPER,PART-OF-SPEECH,LOGEION LINK
ΜΑΣΤΙΞ,μάστιξ,,μάστιξ –ιγος ἡ,"a whip, scourge","a whip, scourge","a whip, scourge",3,,,0,Noun,http://logeion.uchicago.edu/index.html#μάστιξ
ΜΑΤΑΙΟΣ,μάταιος,,μάταιος –α –ον,"vain, empty, idle, trifling, frivolous","vain, empty, idle, trifling, frivolous","vain, empty, idle, trifling, frivolous",1,,,,Adjective,http://logeion.uchicago.edu/index.html#μάταιος
ΜΑΤΗΝ,μάτην,,μάτην,"in vain, idly, fruitlessly","in vain, idly, fruitlessly","in vain, idly, fruitlessly",0,,,0,Adverb,http://logeion.uchicago.edu/index.html#μάτην
ΜΑΧΗ,μάχη,μαχη,μάχη –ης ἡ,"fight, battle","battle, fight, combat","battle, fight, combat",1,,,0,Noun,http://logeion.uchicago.edu/index.html#μάχη
ΜΑΧΟΜΑΙ,μάχομαι,μαχομαι,μάχομαι μαχοῦμαι ἐμαχεσάμην ––– μεμάχημαι –––,fight,to fight,to fight,,,,,Verb,http://logeion.uchicago.edu/index.html#μάχομαι
ΜΕΓΑΣ,μέγας,μεγας,μέγας μεγάλη μέγα,"big, great","big, great","big, great",2,,,0,Adjective,http://logeion.uchicago.edu/index.html#μέγας
ΜΕΘΙΗΜΙ,μεθίημι,μεθιημι,μεθίημι μέθιημι μεθήσω μεθῆκα μεθεῖκα μεθεῖμαι μεθείθην,set loose; let go,"to let go, let loose, release","to let go, let loose, release",0,,,0,Verb,http://logeion.uchicago.edu/index.html#μεθίημι
ΜΕΙΓΝΥΜΙ,μίγνυμι,μειγνυμι (μιγνυμι),μίγνυμι μείξω ἔμειξα μέμειγμαι ἐμείχθην,"mix, make connection with","to mix, mix up, mingle, properly of liquids","to mix, mix up, mingle, properly of liquids",0,,,0,Verb,http://logeion.uchicago.edu/index.html#μίγνυμι
ΜΕΙΩΝ,μείων,μειων,μείων μεῖον,less,less,less,3,,,0,Adjective,http://logeion.uchicago.edu/index.html#μείων
ΜΕΛΛΩ,μέλλω,μελλω,μέλλω μελλήσω ἐμέλλησα ––– ––– –––,"think of doing, intend to do; be destined","to think of doing, intend to do, to be about to do","to think of doing, intend to do, to be about to do",0,,,0,Verb,http://logeion.uchicago.edu/index.html#μέλλω
ΜΕΛΩ,μέλω,,μέλω μέλησω ἐμέλησα μεμέληκα ––– –––,be an object of care or interest,to be an object of care,to be an object of care,0,,,0,Verb,http://logeion.uchicago.edu/index.html#μέλω
ΜΕΜΦΟΜΑΙ,μέμφομαι,μεμφομαι,μέμφομαι μἐμψομαι ἐμεμψἀμην ––– ––– –––,"blame, censure","to blame, censure, find fault with","to blame, censure, find fault with",0,,,0,Verb,http://logeion.uchicago.edu/index.html#μέμφομαι
ΜΕΝ,μέν,μεν,μέν,"as, while, whereas","on the one hand, on the other hand","on the one hand, on the other hand",0,,,0,Particle,http://logeion.uchicago.edu/index.html#μέν
ΜΕΝΟΣ,μένος,μενος,μένος –ους τό,might,"might, force, strength, prowess, courage","might, force, strength, prowess, courage",3,,,0,Noun,http://logeion.uchicago.edu/index.html#μένος
ΜΕΝΤΟΙ,μέντοι,μεντοι,μέντοι,"yet, nevertheless, of course","however, nevertheless; of course (answers)","however, nevertheless; of course (answers)",0,,,0,Conjunction,http://logeion.uchicago.edu/index.html#μέντοι
ΜΕΤΑ,μετά,μετα,μετά,"among, after, in pursuit of","(w gen) with, among; (w  acc) after","(w gen) with, among; (w  acc) after",0,,,0,"Preposition, Adverb",http://logeion.uchicago.edu/index.html#μετά
ΜΕΤΑΡΣΙΟΣ,μετάρσιος,,μετάρσιος [–α] –ον,"raised form the ground, high in air","raised form the ground, high in air","raised form the ground, high in air",1,,,,Adjective,http://logeion.uchicago.edu/index.html#μετάρσιος
ΜΕΤΕΧΩ,μετέχω,μετεχω,μετέχω μεθέξω μετέσχον μετέσχηκα ––– –––,"partake of, share","to partake of, enjoy a share of, share in, take part in","to partake of, enjoy a share of, share in, take part in",0,,,0,Verb,http://logeion.uchicago.edu/index.html#μετέχω
ΜΗ,μή,μη,μή,"not, lest",not,not,0,,,0,Adverb,http://logeion.uchicago.edu/index.html#μή
ΜΗΔΑΜΟΣ,μηδαμός,,μηδαμός –ή –όν,none,none,none,1,,,0,Adjective,http://logeion.uchicago.edu/index.html#μηδαμός
ΜΗΔΑΜΩΣ,μηδαμῶς,,μηδαμῶς,not at all,not at all,not at all,0,,,0,Adverb,http://logeion.uchicago.edu/index.html#μηδαμῶς
ΜΗΔΕ,μηδέ,μηδε,μηδέ,"but not, not even",but not,but not,0,,,0,Conjunction,http://logeion.uchicago.edu/index.html#μηδέ
ΜΗΔΕΙΣ,μηδείς,μηδεις,μηδείς μηδεμία μηδέν,"not one, nobody","(and not one); not one, no-one","(and not one); not one, no-one",0,,,0,Pronoun,http://logeion.uchicago.edu/index.html#μηδείς
ΜΗΚΟΣ,μῆκος,μηκος,μῆκος –ους τό,"length, stature, distance",length,length,3,,,,Noun,http://logeion.uchicago.edu/index.html#μῆκος
ΜΗΝ,μήν,,μήν,"verily, truly, then","now verily, full surely","now verily, full surely",0,,,0,Adverb,http://logeion.uchicago.edu/index.html#μήν
ΜΗΠΟΤΕ,μήποτε,μηποτε,μήποτε,"never, not ever","never, on no account","never, on no account",0,,,0,Adverb,http://logeion.uchicago.edu/index.html#μήποτε
ΜΗΠΩ,μήπω,,μήπω,not yet,not yet,not yet,0,,,0,Adverb,http://logeion.uchicago.edu/index.html#μήπω
ΜΗΤΕ,μήτε,μητε,μήτε...μήτε,and not,neither / nor,neither / nor,0,,,0,Conjunction,http://logeion.uchicago.edu/index.html#μήτε...μήτε
ΜΗΤΗΡ,μήτηρ,μητηρ,μήτηρ μητρός ἡ,mother,a mother,a mother,3,,,0,Noun,http://logeion.uchicago.edu/index.html#μήτηρ
ΜΗΤΟΙ,μήτοι,,μήτοι,not (μή τοι),not (μή τοι),not (μή τοι),,,,,Adverb,http://logeion.uchicago.edu/index.html#μήτοι
ΜΗΧΑΝΗ,μηχανή,μηχανη,μηχανή –ῆς ἡ,device,"an instrument, machine","an instrument, machine",1,,,0,Noun,http://logeion.uchicago.edu/index.html#μηχανή
ΜΙΚΡΟΣ,μικρός,μικρος,μικρός –ά –όν (σμικρός),"small, little, trivial, petty","small, little","small, little",1,,,0,Adjective,http://logeion.uchicago.edu/index.html#μικρός
ΜΙΜΝΗΣΚΩ,μιμνήσκω,μιμνησκω,μιμνήσκω μνήσω ἔμνησα ––– μέμνημαι ἐμνήσθην –––,"remind, remember",to remind,to remind,0,,,0,Verb,http://logeion.uchicago.edu/index.html#μιμνήσκω
ΜΙΣΕΩ,μισέω,μισεω,μισέω μισήσω ἐμίσησα μεμίσηκα μεμίσημαι ἐμισήθην,to hate,to hate,to hate,,,,,Verb,http://logeion.uchicago.edu/index.html#μισέω
ΜΝΗΜΑ,μνῆμα,μνημα,μνῆμα –ατος τό,"remembrance, memory","a memorial, remembrance, record","a memorial, remembrance, record",3,,,0,Noun,http://logeion.uchicago.edu/index.html#μνῆμα
ΜΝΗΜΗ,μνήμη,μνημη,μνήμη –ης ἡ,"memory, remembrance","a remembrance, memory, record","a remembrance, memory, record",1,,,0,Noun,http://logeion.uchicago.edu/index.html#μνήμη
ΜΝΗΜΩΝ,μνήμων,μνημων,μνήμων μνήμον,mindful,mindful,mindful,3,,,0,Adjective,http://logeion.uchicago.edu/index.html#μνήμων
ΜΝΗΣΤΗΡ,μνηστήρ,μνηστηρ,μνηστήρ –ῆρος ὁ,suitor,"a wooer, suitor","a wooer, suitor",3,,,,Noun,http://logeion.uchicago.edu/index.html#μνηστήρ
ΜΟΙΡΑ,μοῖρα,μοιρα,μοῖρα –ας ἡ,"part, portion, lot, fate","a part, portion; fate","a part, portion; fate",1,,,0,Noun,http://logeion.uchicago.edu/index.html#μοῖρα
ΜΟΝΟΣ,μόνος,μονος,μόνος –η –ον,"alone, solitary","alone, left alone, forsaken solitary","alone, left alone, forsaken solitary",1,,,0,Adjective,http://logeion.uchicago.edu/index.html#μόνος
ΜΟΡΟΣ,μόρος,,μόρος –ου ὁ,"man's appointed doom, fate, destiny","man's appointed doom, fate, destiny","man's appointed doom, fate, destiny",2,,,0,Noun,http://logeion.uchicago.edu/index.html#μόρος
ΜΟΡΣΙΜΟΣ,μόρσιμος,,μόρσιμος –ον,"appointed by fate, destined","appointed by fate, destined","appointed by fate, destined",1,,,,Adjective,http://logeion.uchicago.edu/index.html#μόρσιμος
ΜΟΡΦΗ,μορφή,,μορφή –ῆς ἡ,"form, shape","form, shape","form, shape",1,,,0,Noun,http://logeion.uchicago.edu/index.html#μορφή
ΜΟΧΘΟΣ,μόχθος,,μόχθος –ου ὁ,"toil, hard work hardship, distress, trouble","toil, hard work hardship, distress, trouble","toil, hard work hardship, distress, trouble",2,,,0,Noun,http://logeion.uchicago.edu/index.html#μόχθος
ΜΥΘΕΟΜΑΙ,μυθέομαι,,μυθέομαι μυθήσομαι μεμύθημαι ἐμυθήθην,"speak or talk of, describe, explain, relate","to say, speak","to say, speak",,,,,Verb,http://logeion.uchicago.edu/index.html#μυθέομαι
ΜΥΘΟΣ,μῦθος,μυθος,μῦθος –ου ὁ,"spoken thing, speech, plan, story","anything, delivered by word of mouth, word, speech","anything, delivered by word of mouth, word, speech",2,,,0,Noun,http://logeion.uchicago.edu/index.html#μῦθος
ΜΥΡΙΟΣ,μυρίος,μυριος,μυρίος –α –ον,"numberless, infinite","numberless, countless, infinite","numberless, countless, infinite",1,,,,Adjective,http://logeion.uchicago.edu/index.html#μυρίος
ΜΥΧΟΣ,μυχός,,μυχός –οῦ ὁ,"the innermost place, inmost nook","the innermost place, inmost nook","the innermost place, inmost nook",2,,,0,Noun,http://logeion.uchicago.edu/index.html#μυχός
ΝΑΙΩ,ναίω,,ναίω,"dwell, inhabit, be situated","to dwell, abide","to dwell, abide",0,,,0,Verb,http://logeion.uchicago.edu/index.html#ναίω
ΝΑΥΣ,ναῦς,ναυς,ναῦς νεώς ἡ,ship,a ship,a ship,3,,,0,Noun,http://logeion.uchicago.edu/index.html#ναῦς
ΝΑΥΤΗΣ,ναύτης,ναυτης,ναύτης –ου ὁ,sailor,"a sailor, seaman; a fellow sailor","a sailor, seaman; a fellow sailor",1,,,0,Noun,http://logeion.uchicago.edu/index.html#ναύτης
ΝΕΜΩ,νέμω,νεμω,νέμω νεμῶ ἔνειμα νενέμηκα νενέμημαι ἐνεμήθην,distribute,"to deal out, distribute, dispense","to deal out, distribute, dispense",0,,,0,Verb,http://logeion.uchicago.edu/index.html#νέμω
ΝΕΟΣ,νέος,νεος,νέος –α –ον,"new, young; strange","young, youthful","young, youthful",1,,,0,Adjective,http://logeion.uchicago.edu/index.html#νέος
ΝΕΟΧΜΟΣ,νεοχμός,,νεοχμός –ον,new,new,new,1,,,,Adjective,http://logeion.uchicago.edu/index.html#νεοχμός
ΝΗΛΗΣ,νηλής,,νηλής –ές,"pitiless, ruthless","pitiless, ruthless","pitiless, ruthless",3,,,0,Adjective,http://logeion.uchicago.edu/index.html#νηλής
ΝΗΠΙΟΣ,νήπιος,,νήπῐος –α –ον,"not yet speaking; infant, child","infant, childish","infant, childish",1,,,0,Adjective,http://logeion.uchicago.edu/index.html#νήπῐος
ΝΙΝ,νιν,,νιν,"him, her","him, her","him, her",0,,,0,Pronoun,http://logeion.uchicago.edu/index.html#νιν
ΝΟΜΟΣ,νόμος,νομος,νόμος –ου ὁ,"usage, custom, law","usage, custom, law, ordinance","usage, custom, law, ordinance",2,,,0,Noun,http://logeion.uchicago.edu/index.html#νόμος
ΝΟΟΣ,νόος,,νόος νόου ὁ,"mind, perception","mind, perception","mind, perception",2,,,0,Noun,http://logeion.uchicago.edu/index.html#νόος
ΝΟΣΕΩ,νοσέω,νοσεω,νοσέω νοσήσω ἐνόσησα νενόσηκα,"be sick, suffer","to be sick, ill, to ail","to be sick, ill, to ail",0,,,0,Verb,http://logeion.uchicago.edu/index.html#νοσέω
ΝΟΣΗΜΑ,νόσημα,,νόσημα –ατος τό,"a sickness, disease, plague","a sickness, disease, plague","a sickness, disease, plague",3,,,0,Noun,http://logeion.uchicago.edu/index.html#νόσημα
ΝΟΣΟΣ,νόσος,νοσος,νόσος –ου ἡ,"disease, sickness","sickness, disease, malady","sickness, disease, malady",2,,,0,Noun,http://logeion.uchicago.edu/index.html#νόσος
ΝΟΥΘΕΤΕΩ,νουθετέω,,νουθετέω νουθετήσω ἐνουθέτησα νενουθέτηκα νενουθέτημαι ἐνουθετήθην,"to put in mind, to admonish, warn, advise","to put in mind, to admonish, warn, advise","to put in mind, to admonish, warn, advise",0,,,0,Verb,http://logeion.uchicago.edu/index.html#νουθετέω
ΝΥΝ,νῦν,νυν,νῦν/νύ,"now, as it is",now at this very time,now at this very time,0,,,0,Adverb,http://logeion.uchicago.edu/index.html#νῦν/νύ
ΝΥΞ,νύξ,νυξ,νύξ νυκτός ἡ,night,the night,the night,3,,,0,Noun,http://logeion.uchicago.edu/index.html#νύξ
ΝΩΤΟΝ,νῶτον,,νῶτον –ου τό (or νῶτος ὁ),the back,the back,the back,2,,,0,Noun,http://logeion.uchicago.edu/index.html#νῶτον
ΞΕΝΟΣ,ξένος,ξενος,ξένος –ου ὁ,"stranger, guest-friend, foreigner","a guest, guest-friend, stranger; foreign","a guest, guest-friend, stranger; foreign",2,,,0,Noun,http://logeion.uchicago.edu/index.html#ξένος
ΞΙΦΟΣ,ξίφος,ξιφος,ξίφος –ους τό,sword,a sword,a sword,3,,,0,Noun,http://logeion.uchicago.edu/index.html#ξίφος
Ο,ὁ,ο,ὁ ἡ τό,the,the,the,0,,,0,Article,http://logeion.uchicago.edu/index.html#ὁ
ΟΔΕ,ὅδε,οδε,ὅδε ἥδε τόδε,"this, that",this,this,1,,,0,"Pronoun, Adjective",http://logeion.uchicago.edu/index.html#ὅδε
ΟΔΟΣ,ὁδός,οδος,ὁδός –οῦ ἡ,"road, street, way; manner","a way, path, track, journey","a way, path, track, journey",2,,,0,Noun,http://logeion.uchicago.edu/index.html#ὁδός
ΟΔΥΡΟΜΑΙ,ὀδύρομαι,οδυρομαι,ὀδύρομαι ὀδυροῦμαι ὠδυράμην ––– ––– –––,grieve,"to lament, bewail, mourn for","to lament, bewail, mourn for",0,,,0,Verb,http://logeion.uchicago.edu/index.html#ὀδύρομαι
ΟΘΕΝ,ὅθεν,οθεν,ὅθεν,"whence, from whom","from where, whence","from where, whence",0,,,0,Adverb,http://logeion.uchicago.edu/index.html#ὅθεν
ΟΘΟΥΝΕΚΑ,ὁθούνεκα,,ὁθούνεκα,because; that,because; that,because; that,0,,,0,Conjunction,http://logeion.uchicago.edu/index.html#ὁθούνεκα
ΟΙΔΑ,οἶδα,οιδα,οἶδα infin. εἰδέναι imper. ἴσθι plupf. used as impf. ᾔδειν,to know,to know,to know,0,,,0,Verb,http://logeion.uchicago.edu/index.html#οἶδα
ΟΙΚΕΙΟΣ,οἰκεῖος,οΙκειος,οἰκεῖος –α –ον,"domestic, of the house",in or of the house,in or of the house,1,,,0,Adjective,http://logeion.uchicago.edu/index.html#οἰκεῖος
ΟΙΚΕΩ,οἰκέω,οΙκεω,οἰκέω οἰκήσω ᾤκησα ᾤκηκα ᾤκημαι ᾠκήθην,"inhabit, colonize; dwell","to inhabit, occupy","to inhabit, occupy",0,,,0,Verb,http://logeion.uchicago.edu/index.html#οἰκέω
ΟΙΚΗΤΩΡ,οἰκήτωρ,,οἰκήτωρ –ορος ὁ,an inhabitant; a colonist,an inhabitant; a colonist,an inhabitant; a colonist,3,,,0,Noun,http://logeion.uchicago.edu/index.html#οἰκήτωρ
ΟΙΚΟΣ,οἶκος,οικος,οἶκος –ου ὁ,"house, dwelling; household","a house, abode, dwelling","a house, abode, dwelling",2,,,0,Noun,http://logeion.uchicago.edu/index.html#οἶκος
ΟΙΚΤΕΙΡΩ,οἰκτείρω,,οἰκτείρω/οἰκτίρω οἰκτιρῶ ᾤκτειρα/ᾤκτιρα ––– ––– –––,"to pity, feel pity for, have pity upon","to pity, feel pity for, have pity upon","to pity, feel pity for, have pity upon",0,,,0,Verb,http://logeion.uchicago.edu/index.html#οἰκτείρω/οἰκτίρω
ΟΙΚΤΙΖΩ,οἰκτίζω,,οἰκτίζω οἰκτιῶ ᾤκτισα ––– ––– –––,"to pity, have pity upon","to pity, have pity upon","to pity, have pity upon",0,,,0,Verb,http://logeion.uchicago.edu/index.html#οἰκτίζω
ΟΙΚΤΟΣ,οἶκτος,,οἶκτος –ου ὁ,"pity, compassion","pity, compassion","pity, compassion",2,,,0,Noun,http://logeion.uchicago.edu/index.html#οἶκτος
ΟΙΚΤΡΟΣ,οἰκτρός,,οἰκτρός –ά –όν,"pitiable, in piteous plight","pitiable, in piteous plight","pitiable, in piteous plight",1,,,0,Adjective,http://logeion.uchicago.edu/index.html#οἰκτρός
ΟΙΟΜΑΙ,οἴομαι,οιομαι,οἴομαι or οἶμαι οἰήσομαι impf. ᾤμην aor. ᾠήθην,"think, believe","to suppose, think, deem, imagine","to suppose, think, deem, imagine",0,,,0,Verb,http://logeion.uchicago.edu/index.html#οἴομαι
ΟΙΟΣ/2,οἷος,οιος/2,οἷος –α –ον,"such as, of what sort, like, (exclam.) what a!, how! ; οἷός τε (+infin.) fit or able to; οἷόν τε (+infin.) it is possible to",(such a kind) as; for οἷός τε see οἷος III.2,(such a kind) as; for οἷός τε see οἷος III.2,1,,,0,Adjective,http://logeion.uchicago.edu/index.html#οἷος
ΟΙΩΝΟΣ,οἰωνός,,οἰωνός –οῦ ὁ,"a large bird, bird of prey","a large bird, bird of prey","a large bird, bird of prey",2,,,0,Noun,http://logeion.uchicago.edu/index.html#οἰωνός
ΟΚΝΕΩ,ὀκνέω,,ὀκνέω ὀκνήσω ὤκνησα ––– ––– –––,to shrink,to shrink,to shrink,0,,,0,Verb,http://logeion.uchicago.edu/index.html#ὀκνέω
ΟΛΕΚΩ,ὀλέκω,,ὀλέκω ὀλέξω ὤλεξα ὤλεκα,"to ruin, destroy, kill","to ruin, destroy, kill","to ruin, destroy, kill",,,,,Verb,http://logeion.uchicago.edu/index.html#ὀλέκω
ΟΛΥΜΠΟΣ,Ὄλυμπος,ολυμπος/N,Ὄλυμπος –ου ὁ,Mount Olympus,Olympus,Olympus,2,,,1,Noun,http://logeion.uchicago.edu/index.html#Ὄλυμπος
ΟΜΙΛΙΑ,ὁμιλία,,ὁμιλία –ας ἡ,"a being together, communion, intercourse, converse, company","a being together, communion, intercourse, converse, company","a being together, communion, intercourse, converse, company",1,,,0,Noun,http://logeion.uchicago.edu/index.html#ὁμιλία
ΟΜΙΛΟΣ,ὅμιλος,ομιλος,ὅμιλος –ου ὁ,crowd,"any assembled crowd, a throng of people","any assembled crowd, a throng of people",2,,,,Noun,http://logeion.uchicago.edu/index.html#ὅμιλος
ΟΜΜΑ,ὄμμα,ομμα,ὄμμα –ατος τό,eye,the eye,the eye,3,,,0,Noun,http://logeion.uchicago.edu/index.html#ὄμμα
ΟΜΟΙΟΣ,ὅμοιος,ομοιος,ὅμοιος –α –ον or ὁμοῖος –α –ον,"like, resembling, equal","like, resembling","like, resembling",1,,,0,Adjective,http://logeion.uchicago.edu/index.html#ὅμοιος
ΟΜΩΣ/2,ὁμῶς,,ὁμῶς,"equally, likewise, alike","equally, likewise, alike","equally, likewise, alike",,,,,Adverb,http://logeion.uchicago.edu/index.html#ὁμῶς
ΟΝΕΙΡΟΣ,ὄνειρος,ονειρος,ὄνειρος –ου ὁ or ὄνειρον –ου τό,a dream,a dream,a dream,2,,,0,Noun,http://logeion.uchicago.edu/index.html#ὄνειρος
ΟΝΟΜΑ,ὄνομα,ονομα,ὄνομα –ατος τό,"name, reputation",by name,by name,3,,,0,Noun,http://logeion.uchicago.edu/index.html#ὄνομα
ΟΝΟΜΑΖΩ,ὀνομάζω,ονομαζω,ὀνομάζω ὀνομάσω ὠνόμασα ὠνόμακα ὠνόμασμαι ὠνομάσθην,"speak/call by name, to name",to name,to name,0,,,0,Verb,http://logeion.uchicago.edu/index.html#ὀνομάζω
ΟΠΑΖΩ,ὀπάζω,,ὀπάζω,"join as companion (guide, escort)","to make to follow, send with","to make to follow, send with",,,,,Verb,http://logeion.uchicago.edu/index.html#ὀπάζω
ΟΠΗ/2,ὅπη,,ὅπη,by which way,by which way,by which way,,,,,Adverb,http://logeion.uchicago.edu/index.html#ὅπη
ΟΠΟΙ,όποι,όποι,ὅποι,whithersoever,,,0,,,0,Adverb,http://logeion.uchicago.edu/index.html#ὅποι
ΟΠΟΙΟΣ,ὁποῖος,οποιος,ὁποῖος –α –ον,of what sort,of what sort,of what sort,1,,,0,Adjective,http://logeion.uchicago.edu/index.html#ὁποῖος
ΟΠΟΣΟΣ,ὁπόσος,οποσος,ὁπόσος –η –ον,"as many as, as great as",as many as,as many as,1,,,0,Adjective,http://logeion.uchicago.edu/index.html#ὁπόσος
ΟΠΟΥ,ὅπου,οπου,ὅπου,"somewhere, anywhere",where,where,0,,,0,Adverb,http://logeion.uchicago.edu/index.html#ὅπου
ΟΠΩΣ,ὅπως,οπως,ὅπως,"how, in what way","how, that, in order that, as","how, that, in order that, as",0,,,0,Adverb,http://logeion.uchicago.edu/index.html#ὅπως
ΟΡΑΩ,ὁράω,οραω,ὁράω ὄψομαι εἶδον ἑόρακα (or ἑώρακα) ἑώραμαι (or ὦμμαι) ὤφθην,"to see, look, be able to see",to see,to see,0,,,0,Verb,http://logeion.uchicago.edu/index.html#ὁράω
ΟΡΓΗ,ὀργή,οργη,ὀργή –ῆς ἡ,"natural impulse, temperament",natural impulse,natural impulse,1,,,0,Noun,http://logeion.uchicago.edu/index.html#ὀργή
ΟΡΘΟΣ,ὀρθός,ορθος,ὀρθός –η –ον,"straight, upright",straight,straight,1,,,0,Adjective,http://logeion.uchicago.edu/index.html#ὀρθός
ΟΡΜΑΩ,ὁρμάω,ορμαω,ὁρμάω ὁρμήσω ὥρμησα ὥρμηκα ὥρμημαι ὡρμήθην,"urge on; start, rush","to set in motion, urge","to set in motion, urge",,,,,Verb,http://logeion.uchicago.edu/index.html#ὁρμάω
ΟΡΟΣ,ὅρος,ορος/2,ὅρος ὅρου ὁ,"boundary, limit; rule","a boundary, landmark","a boundary, landmark",2,,,,Noun,http://logeion.uchicago.edu/index.html#ὅρος
ΟΡΟΣ/2,ὄρος,ορος,ὄρος ὄρους τό,"mountain, hill","a mountain, hill","a mountain, hill",3,,,0,Noun,http://logeion.uchicago.edu/index.html#ὄρος
ΟΣ,ὅς,ος,ὅς ἥ ὅ,"who, which; this","who, that, which: relative pronoun; that (demonstrative)","who, that, which: relative pronoun; that (demonstrative)",0,,,0,Pronoun,http://logeion.uchicago.edu/index.html#ὅς
ΟΣΙΟΣ,ὅσιος,οσιος,ὅσιος –α –ον,"holy, pious","hallowed, sanctioned by the law of God","hallowed, sanctioned by the law of God",1,,,,Adjective,http://logeion.uchicago.edu/index.html#ὅσιος
ΟΣΟΣ,ὅσος,οσος,ὅσος –η –ον,how great/long as great/long as,as much/many as,as much/many as,1,,,0,Adjective,http://logeion.uchicago.edu/index.html#ὅσος
ΟΣΠΕΡ,ὅσπερ,οσπερ,ὅσπερ ἥπερ ὅπερ,the very one who/thing which,"the very man who, the very thing which","the very man who, the very thing which",0,,,0,Pronoun,http://logeion.uchicago.edu/index.html#ὅσπερ
ΟΣΣΕ,ὄσσε,,ὄσσε –ων τώ,the (two) eyes,the two eyes,the two eyes,3,,,,Noun,http://logeion.uchicago.edu/index.html#ὄσσε
ΟΣΤΙΣ,ὅστις,οστις,ὅστις ἥτις ὅ τι,"whoever, whatever, anyone one",indef. relative or indirect interrogative,indef. relative or indirect interrogative,1,,,0,"Pronoun, Adjective",http://logeion.uchicago.edu/index.html#ὅστις
ΟΤΑΝ,ὅταν,οταν,ὅταν,whenever,"when, whenever","when, whenever",0,,,0,Adverb,http://logeion.uchicago.edu/index.html#ὅταν
ΟΤΕ,ὅτε,οτε,ὅτε,when,when,when,0,,,0,Adverb,http://logeion.uchicago.edu/index.html#ὅτε
ΟΤΙ,ὅτι,οτι,ὅτι,"that, because","adverbial: ὅτι + superl., ὅτι μή except","adverbial: ὅτι + superl., ὅτι μή except",0,,,0,Conjunction,http://logeion.uchicago.edu/index.html#ὅτι
ΟΥ,οὐ,ου,οὐκ οὐχ οὐκι οὐχι,not,not,not,0,,,0,Adverb,http://logeion.uchicago.edu/index.html#οὐκ
ΟΥ/3,οὗ,ου/2,οὗ,where,where,where,0,,,0,Adverb,http://logeion.uchicago.edu/index.html#οὗ
ΟΥΔΑΜΟΣ,οὐδαμός,ουδαμος,οὐδαμός –ή –όν,"not even one, no one","not even one, no one","not even one, no one",1,,,,Adjective,http://logeion.uchicago.edu/index.html#οὐδαμός
ΟΥΔΑΜΩΣ,οὐδαμῶς,ουδαμως,οὐδαμῶς,"in no way, no",in no wise,in no wise,,,,,Adverb,http://logeion.uchicago.edu/index.html#οὐδαμῶς
ΟΥΔΕ,οὐδέ,ουδε,οὐδέ,"but not, not even",and/but not; not even,and/but not; not even,0,,,0,Conjunction,http://logeion.uchicago.edu/index.html#οὐδέ
ΟΥΔΕΙΣ,οὐδείς,ουδεις,οὑδείς οὑδεμία οὑδέν,"no one, nothing, none","not one, nobody","not one, nobody",0,,,0,Pronoun,http://logeion.uchicago.edu/index.html#οὑδείς
ΟΥΔΕΠΩ,οὐδέπω,,οὐδέπω,"and not yet, not as yet","and not yet, not as yet","and not yet, not as yet",0,,,0,Adverb,http://logeion.uchicago.edu/index.html#οὐδέπω
ΟΥΚΕΤΙ,οὐκέτι,ουκετι,οὐκέτι οὐκ ἔτι,"no more, no longer","no more, no longer, no further","no more, no longer, no further",0,,,0,Adverb,http://logeion.uchicago.edu/index.html#οὐκέτι
ΟΥΚΟΥΝ,οὔκουν,ουκουν/2,οὔκουν,certainly not,"not therefore, so not","not therefore, so not",0,,,0,Adverb,http://logeion.uchicago.edu/index.html#οὔκουν
ΟΥΝ,οὖν,ουν,οὖν,"therefore, then, in fact","so, then, therefore","so, then, therefore",0,,,0,Adverb,http://logeion.uchicago.edu/index.html#οὖν
ΟΥΠΟΤΕ,οὔποτε,ουποτε,οὔποτε,never,never,never,0,,,0,Adverb,http://logeion.uchicago.edu/index.html#οὔποτε
ΟΥΠΩ,οὔπω,ουπω,οὔπω,not yet,not yet,not yet,0,,,0,Adverb,http://logeion.uchicago.edu/index.html#οὔπω
ΟΥΡΑΝΙΟΣ,οὐράνιος,,οὐράνιος –ον,"heavenly, of or in heaven, dwelling in heaven","heavenly, of or in heaven, dwelling in heaven","heavenly, of or in heaven, dwelling in heaven",1,,,0,Adjective,http://logeion.uchicago.edu/index.html#οὐράνιος
ΟΥΡΑΝΟΣ,οὐρανός,ουρανος,οὐρανός –οῦ ὁ,"heaven, sky",heaven,heaven,2,,,0,Noun,http://logeion.uchicago.edu/index.html#οὐρανός
ΟΥΤΕ,οὔτε,ουτε,οὔτε...οὔτε,"and not, neither…nor",neither / nor,neither / nor,0,,,0,Conjunction,http://logeion.uchicago.edu/index.html#οὔτε...οὔτε
ΟΥΤΙ,οὔτι,,οὔτι,in no wise,in no wise,in no wise,0,,,0,Adverb,http://logeion.uchicago.edu/index.html#οὔτι
ΟΥΤΙΣ,οὔτις,ουτις,οῦτις,"no one, nobody",no one,no one,0,,,0,Pronoun,http://logeion.uchicago.edu/index.html#οῦτις
